Source,Target,last_formula,operator
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 * 128 = 2048 (left: 128 2048)
",16 * 128 = 2048 (left: 128 2048),*
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
128 - 16 = 112 (left: 112 128)
",128 - 16 = 112 (left: 112 128),-
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
Input: 5 5 5 5
",Input: 5 5 5 5,
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
Possible next steps:
",Possible next steps:,
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 + 5 = 10 (left: 5 10 5 5)
",5 + 5 = 10 (left: 5 10 5 5),+
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 / 5 = 1 (left: 1 5 5 5)
",5 / 5 = 1 (left: 1 5 5 5),/
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 * 5 = 25 (left: 5 5 25)
",5 * 5 = 25 (left: 5 5 25),*
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 - 5 = 0 (left: 0 5 5 5)
",5 - 5 = 0 (left: 0 5 5 5),-
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 + 5 + 5 = 15 (left: 5 5 15)
",5 + 5 + 5 = 15 (left: 5 5 15),+
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 / 5 + 5 = 6 (left: 6 5 5)
",5 / 5 + 5 = 6 (left: 6 5 5),/
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 + 5 / 5 = 6 (left: 5 6 5)
",5 + 5 / 5 = 6 (left: 5 6 5),+
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 * 5 + 5 = 30 (left: 5 5 30)
",5 * 5 + 5 = 30 (left: 5 5 30),*
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 + 5 * 5 = 30 (left: 5 25 30)
",5 + 5 * 5 = 30 (left: 5 25 30),+
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 - 5 + 5 = 5 (left: 5 5 5)
",5 - 5 + 5 = 5 (left: 5 5 5),-
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 + 5 - 5 = 5 (left: 5 5 5)
",5 + 5 - 5 = 5 (left: 5 5 5),+
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 / 5 - 5 = -4 (left: -4 5 5)
",5 / 5 - 5 = -4 (left: -4 5 5),/
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 - 5 / 5 = 4 (left: 4 5 5)
",5 - 5 / 5 = 4 (left: 4 5 5),-
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
Input: 10 2
",Input: 10 2,
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
10 + 2 = 12 (left: 12)
",10 + 2 = 12 (left: 12),+
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
10 / 2 = 5 (left: 5)
",10 / 2 = 5 (left: 5),/
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
10 * 2 = 20 (left: 20)
",10 * 2 = 20 (left: 20),*
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
10 - 2 = 8 (left: 8)
",10 - 2 = 8 (left: 8),-
