id,node_id,step,value
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
16 / 0.5 = 32 (left: 32)
",n114,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
16 - 0.5 = 15.5 (left: 15.5)
",n115,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
0.5 * 16 = 8 (left: 8)
",n116,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 + 128 = 144 (left: 128 144)
",n117,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
128 / 16 = 8 (left: 8 128)
",n118,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 * 128 = 2048 (left: 128 2048)
",n119,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
128 - 16 = 112 (left: 112 128)
",n120,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
Input: 5 5 5 5
",n121,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
Possible next steps:
",n122,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 + 5 = 10 (left: 5 10 5 5)
",n123,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 / 5 = 1 (left: 1 5 5 5)
",n124,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 * 5 = 25 (left: 5 5 25)
",n125,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 - 5 = 0 (left: 0 5 5 5)
",n126,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 + 5 + 5 = 15 (left: 5 5 15)
",n127,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 / 5 + 5 = 6 (left: 6 5 5)
",n128,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 + 5 / 5 = 6 (left: 5 6 5)
",n129,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 * 5 + 5 = 30 (left: 5 5 30)
",n130,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 + 5 * 5 = 30 (left: 5 25 30)
",n131,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 - 5 + 5 = 5 (left: 5 5 5)
",n132,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 + 5 - 5 = 5 (left: 5 5 5)
",n133,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 / 5 - 5 = -4 (left: -4 5 5)
",n134,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
5 - 5 / 5 = 4 (left: 4 5 5)
",n135,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
Input: 10 2
",n136,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
10 + 2 = 12 (left: 12)
",n137,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
10 / 2 = 5 (left: 5)
",n138,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
10 * 2 = 20 (left: 20)
",n139,4,0
"13 + 3 = 16 (left: 4 4 16)
4 + 4 = 8 (left: 8 16)
8 * 16 = 128 (left: 16 128)
10 - 2 = 8 (left: 8)
",n140,4,0
