Source,Target,last_formula,operator
"7 + 8 = 15 (left: 6 11 15)
","7 + 8 = 15 (left: 6 11 15)
11 - 6 = 5 (left: 5 15)
",11 - 6 = 5 (left: 5 15),-
"7 + 8 = 15 (left: 6 11 15)
","7 + 8 = 15 (left: 6 11 15)
15 + 6 = 21 (left: 11 15 21)
",15 + 6 = 21 (left: 11 15 21),+
"7 + 8 = 15 (left: 6 11 15)
","7 + 8 = 15 (left: 6 11 15)
6 * 11 = 66 (left: 15 66)
",6 * 11 = 66 (left: 15 66),*
"7 + 8 = 15 (left: 6 11 15)
","7 + 8 = 15 (left: 6 11 15)
11 / 6 = 1.83 (left: 1.83 15)
",11 / 6 = 1.83 (left: 1.83 15),/
"7 + 8 = 15 (left: 6 11 15)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
",15 - 6 = 9 (left: 9 15),-
"7 + 8 = 15 (left: 6 11 15)
","7 + 8 = 15 (left: 6 11 15)
15 - 11 = 4 (left: 4 15)
",15 - 11 = 4 (left: 4 15),-
"7 + 8 = 15 (left: 6 11 15)
","7 + 8 = 15 (left: 6 11 15)
15 / 6 = 2.5 (left: 2.5 15)
",15 / 6 = 2.5 (left: 2.5 15),/
"8 + 7 = 15 (left: 6 11 15)
","8 + 7 = 15 (left: 6 11 15)
6 + 11 = 17 (left: 15 17)
",6 + 11 = 17 (left: 15 17),+
"8 + 7 = 15 (left: 6 11 15)
","8 + 7 = 15 (left: 6 11 15)
6 / 11 = 0.55 (left: 0.55 15)
",6 / 11 = 0.55 (left: 0.55 15),/
"8 + 7 = 15 (left: 6 11 15)
","8 + 7 = 15 (left: 6 11 15)
15 + 6 = 21 (left: 11 21)
",15 + 6 = 21 (left: 11 21),+
"8 + 7 = 15 (left: 6 11 15)
","8 + 7 = 15 (left: 6 11 15)
6 * 11 = 66 (left: 15 66)
",6 * 11 = 66 (left: 15 66),*
"8 + 7 = 15 (left: 6 11 15)
","8 + 7 = 15 (left: 6 11 15)
11 - 6 = 5 (left: 5 15)
",11 - 6 = 5 (left: 5 15),-
"8 + 7 = 15 (left: 6 11 15)
","8 + 7 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 11)
",15 - 6 = 9 (left: 9 11),-
"8 + 7 = 15 (left: 6 11 15)
","8 + 7 = 15 (left: 6 11 15)
15 / 6 = 2.5 (left: 2.5 11)
",15 / 6 = 2.5 (left: 2.5 11),/
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 + 15 = 24 (left: 24)
",9 + 15 = 24 (left: 24),+
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 * 15 = 135 (left: 135)
",9 * 15 = 135 (left: 135),*
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 - 9 = 6 (left: 6)
",15 - 9 = 6 (left: 6),-
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
",15 / 9 = 1.67 (left: 1.67),/
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 - 15 = -6 (left: -6)
",9 - 15 = -6 (left: -6),-
"11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
","11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
-2 + 8 = 6 (left: 6)
",-2 + 8 = 6 (left: 6),-
"11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
","11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
-2 * 8 = -16 (left: -16)
",-2 * 8 = -16 (left: -16),-
"11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
","11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
8 - -2 = 10 (left: 10)
",8 - -2 = 10 (left: 10),-
"11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
","11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
8 / -2 = -4 (left: -4)
",8 / -2 = -4 (left: -4),/
"11 - 7 = 4 (left: 4 6 8)
6 - 4 = 2 (left: 2 8)
","11 - 7 = 4 (left: 4 6 8)
6 - 4 = 2 (left: 2 8)
2 + 8 = 10 (left: 10)
",2 + 8 = 10 (left: 10),+
"11 - 7 = 4 (left: 4 6 8)
6 - 4 = 2 (left: 2 8)
","11 - 7 = 4 (left: 4 6 8)
6 - 4 = 2 (left: 2 8)
2 * 8 = 16 (left: 16)
",2 * 8 = 16 (left: 16),*
"11 - 7 = 4 (left: 4 6 8)
6 - 4 = 2 (left: 2 8)
","11 - 7 = 4 (left: 4 6 8)
6 - 4 = 2 (left: 2 8)
8 - 2 = 6 (left: 6)
",8 - 2 = 6 (left: 6),-
"11 - 7 = 4 (left: 4 6 8)
6 - 4 = 2 (left: 2 8)
","11 - 7 = 4 (left: 4 6 8)
6 - 4 = 2 (left: 2 8)
8 / 2 = 4 (left: 4)
",8 / 2 = 4 (left: 4),/
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
1.67 + 1 = 2.67
",1.67 + 1 = 2.67,+
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
1.67 - 1 = 0.67
",1.67 - 1 = 0.67,-
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
1.67 * 1 = 1.67
",1.67 * 1 = 1.67,*
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
1.67 / 1 = 1.67
",1.67 / 1 = 1.67,/
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 - 15 = -6 (left: -6)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 - 15 = -6 (left: -6)
-6 + 8 = 2 (left: 8 2)
",-6 + 8 = 2 (left: 8 2),-
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 - 15 = -6 (left: -6)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 - 15 = -6 (left: -6)
-6 - 8 = -14 (left: -14)
",-6 - 8 = -14 (left: -14),-
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 - 15 = -6 (left: -6)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 - 15 = -6 (left: -6)
-6 * 8 = -48 (left: -48)
",-6 * 8 = -48 (left: -48),-
"7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 - 15 = -6 (left: -6)
","7 + 8 = 15 (left: 6 11 15)
15 - 6 = 9 (left: 9 15)
9 - 15 = -6 (left: -6)
-6 / 8 = -0.75 (left: -0.75)
",-6 / 8 = -0.75 (left: -0.75),-
"11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
8 / -2 = -4 (left: -4)
","11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
8 / -2 = -4 (left: -4)
-4 + 2 = -2 (left: -2)
",-4 + 2 = -2 (left: -2),-
"11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
8 / -2 = -4 (left: -4)
","11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
8 / -2 = -4 (left: -4)
-4 / 2 = -2 (left: -2)
",-4 / 2 = -2 (left: -2),-
"11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
8 / -2 = -4 (left: -4)
","11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
8 / -2 = -4 (left: -4)
-4 - 2 = -6 (left: -6)
",-4 - 2 = -6 (left: -6),-
"11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
8 / -2 = -4 (left: -4)
","11 - 7 = 4 (left: 4 6 8)
4 - 6 = -2 (left: -2 8)
8 / -2 = -4 (left: -4)
-4 * 2 = -8 (left: -8)
",-4 * 2 = -8 (left: -8),-
