Source,Target,last_formula,operator
"1 + 4 = 5 (left: 4 5 8)
","1 + 4 = 5 (left: 4 5 8)
8 / 5 = 1.6 (left: 1.6)
",8 / 5 = 1.6 (left: 1.6),/
"4 / 1 = 4 (left: 4 4 8)
","4 / 1 = 4 (left: 4 4 8)
4 + 4 = 8 (left: 8 8)
",4 + 4 = 8 (left: 8 8),+
"4 / 1 = 4 (left: 4 4 8)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
",4 * 4 = 16 (left: 8 16),*
"4 / 1 = 4 (left: 4 4 8)
","4 / 1 = 4 (left: 4 4 8)
4 / 4 = 1 (left: 1 8)
",4 / 4 = 1 (left: 1 8),/
"4 / 1 = 4 (left: 4 4 8)
","4 / 1 = 4 (left: 4 4 8)
8 - 4 = 4 (left: 4 8)
",8 - 4 = 4 (left: 4 8),-
"4 / 1 = 4 (left: 4 4 8)
","4 / 1 = 4 (left: 4 4 8)
8 / 4 = 2 (left: 2 8)
",8 / 4 = 2 (left: 2 8),/
"4 / 1 = 4 (left: 4 4 8)
","4 / 1 = 4 (left: 4 4 8)
8 * 4 = 32 (left: 32)
",8 * 4 = 32 (left: 32),*
"4 / 1 = 4 (left: 4 4 8)
","4 / 1 = 4 (left: 4 4 8)
4 - 4 = 0 (left: 8)
",4 - 4 = 0 (left: 8),-
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 + 16 = 24 (left: 16 24)
",8 + 16 = 24 (left: 16 24),+
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
",8 / 16 = 0.5 (left: 0.5 16),/
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
16 + 8 = 24 (left: 8 24)
",16 + 8 = 24 (left: 8 24),+
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
",8 * 16 = 128 (left: 16 128),*
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
",16 - 8 = 8 (left: 8 8),-
"8 - 4 = 4 (left: 1 4 4)
4 - 4 = 0 (left: 0 4)
","8 - 4 = 4 (left: 1 4 4)
4 - 4 = 0 (left: 0 4)
0 + 4 = 4 (left: 4)
",0 + 4 = 4 (left: 4),+
"8 - 4 = 4 (left: 1 4 4)
4 - 4 = 0 (left: 0 4)
","8 - 4 = 4 (left: 1 4 4)
4 - 4 = 0 (left: 0 4)
0 * 4 = 0 (left: 4)
",0 * 4 = 0 (left: 4),*
"8 - 4 = 4 (left: 1 4 4)
4 - 4 = 0 (left: 0 4)
","8 - 4 = 4 (left: 1 4 4)
4 - 4 = 0 (left: 0 4)
4 / 4 = 1 (left: 1)
",4 / 4 = 1 (left: 1),/
"8 - 4 = 4 (left: 1 4 4)
4 - 4 = 0 (left: 0 4)
","8 - 4 = 4 (left: 1 4 4)
4 - 4 = 0 (left: 0 4)
4 - 0 = 4 (left: 4)
",4 - 0 = 4 (left: 4),-
"8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
","8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
4 + 5 = 9 (left: 5 9)
",4 + 5 = 9 (left: 5 9),+
"8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
","8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
4 * 5 = 20 (left: 5 20)
",4 * 5 = 20 (left: 5 20),*
"8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
","8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
5 - 4 = 1 (left: 1 5)
",5 - 4 = 1 (left: 1 5),-
"8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
","8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
5 / 4 = 1.25 (left: 1.25 5)
",5 / 4 = 1.25 (left: 1.25 5),/
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
0.5 + 16 = 16.5 (left: 16.5)
",0.5 + 16 = 16.5 (left: 16.5),+
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
0.5 * 16 = 8 (left: 8)
",0.5 * 16 = 8 (left: 8),*
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
16 - 0.5 = 15.5 (left: 15.5)
",16 - 0.5 = 15.5 (left: 15.5),-
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 / 16 = 0.5 (left: 0.5 16)
16 / 0.5 = 32 (left: 32)
",16 / 0.5 = 32 (left: 32),/
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 + 128 = 144 (left: 128 144)
",16 + 128 = 144 (left: 128 144),+
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
128 - 16 = 112 (left: 112 128)
",128 - 16 = 112 (left: 112 128),-
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 * 128 = 2048 (left: 128 2048)
",16 * 128 = 2048 (left: 128 2048),*
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
128 / 16 = 8 (left: 8 128)
",128 / 16 = 8 (left: 8 128),/
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
128 - 128 = 0 (left: 16 0)
",128 - 128 = 0 (left: 16 0),-
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 / 128 = 0.125 (left: 0.125 128)
",16 / 128 = 0.125 (left: 0.125 128),/
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
128 + 16 = 144 (left: 128 144)
",128 + 16 = 144 (left: 128 144),+
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 - 128 = -112 (left: -112 128)
",16 - 128 = -112 (left: -112 128),-
"4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","4 / 1 = 4 (left: 4 4 8)
4 * 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
128 * 16 = 2048 (left: 128 2048)
",128 * 16 = 2048 (left: 128 2048),*
"8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
5 / 4 = 1.25 (left: 1.25 5)
","8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
5 / 4 = 1.25 (left: 1.25 5)
1.25 + 5 = 6.25 (left: 6.25)
",1.25 + 5 = 6.25 (left: 6.25),+
"8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
5 / 4 = 1.25 (left: 1.25 5)
","8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
5 / 4 = 1.25 (left: 1.25 5)
5 - 1.25 = 3.75 (left: 3.75)
",5 - 1.25 = 3.75 (left: 3.75),-
"8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
5 / 4 = 1.25 (left: 1.25 5)
","8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
5 / 4 = 1.25 (left: 1.25 5)
1.25 * 5 = 6.25 (left: 6.25)
",1.25 * 5 = 6.25 (left: 6.25),*
"8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
5 / 4 = 1.25 (left: 1.25 5)
","8 - 4 = 4 (left: 1 4 4)
1 + 4 = 5 (left: 4 5)
5 / 4 = 1.25 (left: 1.25 5)
5 / 1.25 = 4 (left: 4)
",5 / 1.25 = 4 (left: 4),/
