Source,Target,last_formula,operator
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 + 10 = 24 (left: 10 24)
",14 + 10 = 24 (left: 10 24),+
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 * 14 = 140 (left: 14 140)
",10 * 14 = 140 (left: 14 140),*
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
",14 - 10 = 4 (left: 4 14),-
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 / 10 = 1.4 (left: 1.4 14)
",14 / 10 = 1.4 (left: 1.4 14),/
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
",10 - 14 = -4 (left: -4 14),-
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
","4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 + 14 = 24 (left: 10 24)
",10 + 14 = 24 (left: 10 24),+
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
","4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
",10 - 14 = -4 (left: -4 14),-
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
","4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
",10 * 14 = 140 (left: 10 140),*
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
","4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 / 14 = 0.71 (left: 0.71 14)
",10 / 14 = 0.71 (left: 0.71 14),/
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
","4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
10 + 140 = 150 (left: 140 150)
",10 + 140 = 150 (left: 140 150),+
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
","4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
140 / 10 = 14 (left: 14 140)
",140 / 10 = 14 (left: 14 140),/
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
","4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
10 * 140 = 1400 (left: 140 1400)
",10 * 140 = 1400 (left: 140 1400),*
"4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
","4 + 6 = 10 (left: 3 10 11)
3 + 11 = 14 (left: 10 14)
10 * 14 = 140 (left: 10 140)
140 - 10 = 130 (left: 10 130)
",140 - 10 = 130 (left: 10 130),-
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
4 + 14 = 18 (left: 18)
",4 + 14 = 18 (left: 18),+
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
4 * 14 = 56 (left: 56)
",4 * 14 = 56 (left: 56),*
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
14 - 4 = 10 (left: 10)
",14 - 4 = 10 (left: 10),-
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
14 / 4 = 3.5 (left: 3.5)
",14 / 4 = 3.5 (left: 3.5),/
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
14 - 10 = 4 (left: 4 14)
14 + 4 = 18 (left: 18)
",14 + 4 = 18 (left: 18),+
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
-4 + 14 = 10 (left: 10)
",-4 + 14 = 10 (left: 10),-
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
-4 - 14 = -18 (left: -18)
",-4 - 14 = -18 (left: -18),-
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
-4 * 14 = -56 (left: -56)
",-4 * 14 = -56 (left: -56),-
"4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
","4 + 6 = 10 (left: 3 10 11)
11 + 3 = 14 (left: 10 14)
10 - 14 = -4 (left: -4 14)
14 - (-4) = 18 (left: 18)
",14 - (-4) = 18 (left: 18),-
