Source,Target,last_formula,operator
"5 * 1 = 5 (left: 5 13 5)
5 * 13 = 65 (left: 65 5)
","5 * 1 = 5 (left: 5 13 5)
5 * 13 = 65 (left: 65 5)
65 / 5 = 13 (left: 13)
",65 / 5 = 13 (left: 13),/
"1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
","1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
5 + 8 = 13 (left: 8 13)
",5 + 8 = 13 (left: 8 13),+
"1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
","1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
5 * 8 = 40 (left: 8 40)
",5 * 8 = 40 (left: 8 40),*
"1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
","1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
",8 - 5 = 3 (left: 3 8),-
"1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
","1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 / 5 = 1.6 (left: 1.6 8)
",8 / 5 = 1.6 (left: 1.6 8),/
"4 + 1 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
","4 + 1 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
5 + 8 = 13 (left: 8 13)
",5 + 8 = 13 (left: 8 13),+
"4 + 1 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
","4 + 1 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
5 * 8 = 40 (left: 8 40)
",5 * 8 = 40 (left: 8 40),*
"4 + 1 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
","4 + 1 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
",8 - 5 = 3 (left: 3 8),-
"1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
","1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
3 + 8 = 11 (left: 8 11)
",3 + 8 = 11 (left: 8 11),+
"1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
","1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
8 / 3 = 2.6667 (left: 2.6667 8)
",8 / 3 = 2.6667 (left: 2.6667 8),/
"1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
","1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
3 * 8 = 24 (left: 8 24)
",3 * 8 = 24 (left: 8 24),*
"1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
","1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
8 - 3 = 5 (left: 5 8)
",8 - 3 = 5 (left: 5 8),-
"4 + 1 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
","4 + 1 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
3 + 8 = 11 (left: 8 11)
",3 + 8 = 11 (left: 8 11),+
"4 + 1 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
","4 + 1 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
3 * 8 = 24 (left: 8 24)
",3 * 8 = 24 (left: 8 24),*
"4 + 1 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
","4 + 1 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
8 - 3 = 5 (left: 5 8)
",8 - 3 = 5 (left: 5 8),-
"1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
5 + 8 = 13 (left: 8 13)
","1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
5 + 8 = 13 (left: 8 13)
8 + 13 = 21 (left: 21)
",8 + 13 = 21 (left: 21),+
"1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
5 + 8 = 13 (left: 8 13)
","1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
5 + 8 = 13 (left: 8 13)
13 - 8 = 5 (left: 5)
",13 - 8 = 5 (left: 5),-
"1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
5 + 8 = 13 (left: 8 13)
","1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
5 + 8 = 13 (left: 8 13)
8 * 13 = 104 (left: 104)
",8 * 13 = 104 (left: 104),*
"1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
5 + 8 = 13 (left: 8 13)
","1 + 4 = 5 (left: 5 5 13)
13 - 5 = 8 (left: 5 8)
5 + 8 = 13 (left: 8 13)
13 / 8 = 1.625 (left: 1.625)
",13 / 8 = 1.625 (left: 1.625),/
