Source,Target,last_formula,operator
"6 / 4 = 1.5 (left: 1.5 5 6)
","6 / 4 = 1.5 (left: 1.5 5 6)
5 + 1.5 = 6.5 (left: 6.5 6)
",5 + 1.5 = 6.5 (left: 6.5 6),+
"6 / 4 = 1.5 (left: 1.5 5 6)
","6 / 4 = 1.5 (left: 1.5 5 6)
1.5 * 5 = 7.5 (left: 7.5 6)
",1.5 * 5 = 7.5 (left: 7.5 6),*
"6 / 4 = 1.5 (left: 1.5 5 6)
","6 / 4 = 1.5 (left: 1.5 5 6)
5 * 1.5 = 7.5 (left: 7.5 6)
",5 * 1.5 = 7.5 (left: 7.5 6),*
"6 / 4 = 1.5 (left: 1.5 5 6)
","6 / 4 = 1.5 (left: 1.5 5 6)
6 + 1.5 = 7.5 (left: 7.5 6)
",6 + 1.5 = 7.5 (left: 7.5 6),+
"6 / 4 = 1.5 (left: 1.5 5 6)
","6 / 4 = 1.5 (left: 1.5 5 6)
1.5 / 5 = 0.3 (left: 0.3 6)
",1.5 / 5 = 0.3 (left: 0.3 6),/
"6 / 4 = 1.5 (left: 1.5 5 6)
","6 / 4 = 1.5 (left: 1.5 5 6)
5 - 1.5 = 3.5 (left: 3.5 6)
",5 - 1.5 = 3.5 (left: 3.5 6),-
"6 / 4 = 1.5 (left: 1.5 5 6)
","6 / 4 = 1.5 (left: 1.5 5 6)
1.5 - 5 = -3.5 (left: -3.5 6)
",1.5 - 5 = -3.5 (left: -3.5 6),-
"6 / 4 = 1.5 (left: 1.5 5 6)
","6 / 4 = 1.5 (left: 1.5 5 6)
6 - 1.5 = 4.5 (left: 4.5 6)
",6 - 1.5 = 4.5 (left: 4.5 6),-
"6 / 4 = 1.5 (left: 1.5 5 6)
","6 / 4 = 1.5 (left: 1.5 5 6)
5 / 1.5 = 3.33 (left: 3.33 6)
",5 / 1.5 = 3.33 (left: 3.33 6),/
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
3 + 10 = 13 (left: 10 13)
",3 + 10 = 13 (left: 10 13),+
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
",10 - 3 = 7 (left: 7 10),-
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
3 * 10 = 30 (left: 10 30)
",3 * 10 = 30 (left: 10 30),*
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 / 3 = 3.33 (left: 3.33 10)
",10 / 3 = 3.33 (left: 3.33 10),/
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 + 3 = 13 (left: 3 13)
",10 + 3 = 13 (left: 3 13),+
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
3 - 10 = -7 (left: -7 10)
",3 - 10 = -7 (left: -7 10),-
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 * 3 = 30 (left: 3 30)
",10 * 3 = 30 (left: 3 30),*
"10 - 5 = 5 (left: 4 5 6)
4 + 5 = 9 (left: 6 9)
","10 - 5 = 5 (left: 4 5 6)
4 + 5 = 9 (left: 6 9)
6 + 9 = 15 (left: 15)
",6 + 9 = 15 (left: 15),+
"10 - 5 = 5 (left: 4 5 6)
4 + 5 = 9 (left: 6 9)
","10 - 5 = 5 (left: 4 5 6)
4 + 5 = 9 (left: 6 9)
6 * 9 = 54 (left: 54)
",6 * 9 = 54 (left: 54),*
"10 - 5 = 5 (left: 4 5 6)
4 + 5 = 9 (left: 6 9)
","10 - 5 = 5 (left: 4 5 6)
4 + 5 = 9 (left: 6 9)
6 - 9 = -3 (left: -3)
",6 - 9 = -3 (left: -3),-
"10 - 5 = 5 (left: 4 5 6)
4 + 5 = 9 (left: 6 9)
","10 - 5 = 5 (left: 4 5 6)
4 + 5 = 9 (left: 6 9)
9 - 6 = 3 (left: 3)
",9 - 6 = 3 (left: 3),-
"10 - 5 = 5 (left: 4 5 6)
4 + 5 = 9 (left: 6 9)
","10 - 5 = 5 (left: 4 5 6)
4 + 5 = 9 (left: 6 9)
6 / 9 = 0.6667 (left: 0.6667)
",6 / 9 = 0.6667 (left: 0.6667),/
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
4 + 11 = 15 (left: 11 15)
",4 + 11 = 15 (left: 11 15),+
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
11 + 4 = 15 (left: 4 15)
",11 + 4 = 15 (left: 4 15),+
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
4 * 11 = 44 (left: 11 44)
",4 * 11 = 44 (left: 11 44),*
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
11 - 4 = 7 (left: 7 11)
",11 - 4 = 7 (left: 7 11),-
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
11 / 4 = 2.75 (left: 4 2.75)
",11 / 4 = 2.75 (left: 4 2.75),/
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
11 - 11 = 0 (left: 4 0)
",11 - 11 = 0 (left: 4 0),-
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
11 - 11 = 0 (left: 4 0)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
11 - 11 = 0 (left: 4 0)
4 + 0 = 4 (left: 0 4)
",4 + 0 = 4 (left: 0 4),+
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
11 - 11 = 0 (left: 4 0)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
11 - 11 = 0 (left: 4 0)
4 - 0 = 4 (left: 0 4)
",4 - 0 = 4 (left: 0 4),-
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
11 - 11 = 0 (left: 4 0)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
11 - 11 = 0 (left: 4 0)
4 * 0 = 0 (left: 4 0)
",4 * 0 = 0 (left: 4 0),*
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
11 - 11 = 0 (left: 4 0)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
11 - 11 = 0 (left: 4 0)
4 / 0 = undefined (left: 4 0)
",4 / 0 = undefined (left: 4 0),/
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
4 * 11 = 44 (left: 11 44)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
4 * 11 = 44 (left: 11 44)
11 + 44 = 55 (left: 55)
",11 + 44 = 55 (left: 55),+
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
4 * 11 = 44 (left: 11 44)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
4 * 11 = 44 (left: 11 44)
11 - 44 = -33 (left: -33)
",11 - 44 = -33 (left: -33),-
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
4 * 11 = 44 (left: 11 44)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
4 * 11 = 44 (left: 11 44)
11 * 44 = 484 (left: 484)
",11 * 44 = 484 (left: 484),*
"10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
4 * 11 = 44 (left: 11 44)
","10 - 5 = 5 (left: 4 5 6)
5 + 6 = 11 (left: 4 11)
4 * 11 = 44 (left: 11 44)
11 / 44 = 0.25 (left: 0.25)
",11 / 44 = 0.25 (left: 0.25),/
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
7 + 10 = 17 (left: 10 17)
",7 + 10 = 17 (left: 10 17),+
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
10 - 7 = 3 (left: 3 10)
",10 - 7 = 3 (left: 3 10),-
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
7 * 10 = 70 (left: 10 70)
",7 * 10 = 70 (left: 10 70),*
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
10 / 7 = 1.43 (left: 1.43 10)
",10 / 7 = 1.43 (left: 1.43 10),/
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
10 + 7 = 17 (left: 7 17)
",10 + 7 = 17 (left: 7 17),+
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
7 - 10 = -3 (left: -3 10)
",7 - 10 = -3 (left: -3 10),-
"4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
","4 + 5 = 9 (left: 6 9 10)
9 - 6 = 3 (left: 3 10)
10 - 3 = 7 (left: 7 10)
10 * 7 = 70 (left: 7 70)
",10 * 7 = 70 (left: 7 70),*
