Source,Target,last_formula,operator
"7 * 9 = 63 (left: 5 7 63)
","7 * 9 = 63 (left: 5 7 63)
7 / 5 = 1.4 (left: 1.4 63)
",7 / 5 = 1.4 (left: 1.4 63),/
"7 * 9 = 63 (left: 5 7 63)
","7 * 9 = 63 (left: 5 7 63)
63 - 5 = 58 (left: 7 58)
",63 - 5 = 58 (left: 7 58),-
"7 * 9 = 63 (left: 5 7 63)
","7 * 9 = 63 (left: 5 7 63)
63 / 7 = 9 (left: 5 9)
",63 / 7 = 9 (left: 5 9),/
"7 * 9 = 63 (left: 5 7 63)
","7 * 9 = 63 (left: 5 7 63)
63 - 7 = 56 (left: 5 56)
",63 - 7 = 56 (left: 5 56),-
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
4 + 16 = 20 (left: 16 20)
",4 + 16 = 20 (left: 16 20),+
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
4 * 16 = 64 (left: 64)
",4 * 16 = 64 (left: 64),*
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 / 4 = 4 (left: 4)
",16 / 4 = 4 (left: 4),/
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 - 4 = 12 (left: 12)
",16 - 4 = 12 (left: 12),-
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
",16 + 4 = 20 (left: 4 20),+
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
4 / 16 = 0.25 (left: 0.25)
",4 / 16 = 0.25 (left: 0.25),/
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 * 4 = 64 (left: 64)
",16 * 4 = 64 (left: 64),*
"7 + 4 = 11 (left: 5 9 11)
5 - 9 = -4 (left: -4 11)
","7 + 4 = 11 (left: 5 9 11)
5 - 9 = -4 (left: -4 11)
-4 + 11 = 7 (left: 7)
",-4 + 11 = 7 (left: 7),-
"7 + 4 = 11 (left: 5 9 11)
5 - 9 = -4 (left: -4 11)
","7 + 4 = 11 (left: 5 9 11)
5 - 9 = -4 (left: -4 11)
11 - (-4) = 15 (left: 15)
",11 - (-4) = 15 (left: 15),-
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
3 + 5 = 8 (left: 7 8)
",3 + 5 = 8 (left: 7 8),+
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
5 + 7 = 12 (left: 3 12)
",5 + 7 = 12 (left: 3 12),+
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
3 * 5 = 15 (left: 7 15)
",3 * 5 = 15 (left: 7 15),*
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
5 * 7 = 35 (left: 3 35)
",5 * 7 = 35 (left: 3 35),*
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
",7 - 3 = 4 (left: 4 5),-
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 5 = 2 (left: 2 7)
",7 - 5 = 2 (left: 2 7),-
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 / 3 = 2 (left: 2 5)
",7 / 3 = 2 (left: 2 5),/
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
",7 / 5 = 1 (left: 3 1),/
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
4 + 20 = 24 (left: 20 24)
",4 + 20 = 24 (left: 20 24),+
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
20 - 4 = 16 (left: 4 16)
",20 - 4 = 16 (left: 4 16),-
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
4 * 20 = 80 (left: 20 80)
",4 * 20 = 80 (left: 20 80),*
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
20 / 4 = 5 (left: 4 5)
",20 / 4 = 5 (left: 4 5),/
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
20 + 4 = 24 (left: 4 24)
",20 + 4 = 24 (left: 4 24),+
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
20 - 20 = 0 (left: 4 0)
",20 - 20 = 0 (left: 4 0),-
"9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
","9 - 5 = 4 (left: 4 7 9)
7 + 9 = 16 (left: 4 16)
16 + 4 = 20 (left: 4 20)
20 / 20 = 1 (left: 4 1)
",20 / 20 = 1 (left: 4 1),/
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 + 1 = 4 (left: 1 4)
",3 + 1 = 4 (left: 1 4),+
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 - 1 = 2 (left: 2 1)
",3 - 1 = 2 (left: 2 1),-
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 / 1 = 3 (left: 1 3)
",3 / 1 = 3 (left: 1 3),/
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 * 1 = 3 (left: 1 3)
",3 * 1 = 3 (left: 1 3),*
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
4 + 5 = 9 (left: 5)
",4 + 5 = 9 (left: 5),+
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
5 + 4 = 9 (left: 4)
",5 + 4 = 9 (left: 4),+
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
4 * 5 = 20 (left: 5)
",4 * 5 = 20 (left: 5),*
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
5 * 4 = 20 (left: 4)
",5 * 4 = 20 (left: 4),*
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
4 - 5 = -1 (left: 5)
",4 - 5 = -1 (left: 5),-
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
5 - 4 = 1 (left: 4)
",5 - 4 = 1 (left: 4),-
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
4 / 5 = 0.8 (left: 5)
",4 / 5 = 0.8 (left: 5),/
"7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
","7 + 4 = 11 (left: 5 9 11)
12 - 7 = 5 (left: 3 5 7)
7 - 3 = 4 (left: 4 5)
5 / 4 = 1.25 (left: 4)
",5 / 4 = 1.25 (left: 4),/
