Source,Target,last_formula,operator
"12 / 3 = 4 (left: 4 7 4)
4 * 7 = 28 (left: 4 28)
","12 / 3 = 4 (left: 4 7 4)
4 * 7 = 28 (left: 4 28)
4 * 28 = 112 (left: 112)
",4 * 28 = 112 (left: 112),*
"12 / 3 = 4 (left: 4 7 4)
4 * 7 = 28 (left: 4 28)
","12 / 3 = 4 (left: 4 7 4)
4 * 7 = 28 (left: 4 28)
28 - 4 = 24 (left: 24)
",28 - 4 = 24 (left: 24),-
"12 / 3 = 4 (left: 4 7 4)
4 * 7 = 28 (left: 4 28)
","12 / 3 = 4 (left: 4 7 4)
4 * 7 = 28 (left: 4 28)
28 / 4 = 7 (left: 7)
",28 / 4 = 7 (left: 7),/
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 + 1 = 4 (left: 1 4)
",3 + 1 = 4 (left: 1 4),+
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 - 1 = 2 (left: 2 1)
",3 - 1 = 2 (left: 2 1),-
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 * 1 = 3 (left: 1 3)
",3 * 1 = 3 (left: 1 3),*
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 / 1 = 3 (left: 1 3)
",3 / 1 = 3 (left: 1 3),/
"12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
","12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
9 + 10 = 19 (left: 19)
",9 + 10 = 19 (left: 19),+
"12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
","12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
10 + 9 = 19 (left: 19)
",10 + 9 = 19 (left: 19),+
"12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
","12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
9 - 10 = -1 (left: -1)
",9 - 10 = -1 (left: -1),-
"12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
","12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
10 - 9 = 1 (left: 1)
",10 - 9 = 1 (left: 1),-
"12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
","12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
9 * 10 = 90 (left: 90)
",9 * 10 = 90 (left: 90),*
"12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
","12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
10 * 9 = 90 (left: 90)
",10 * 9 = 90 (left: 90),*
"12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
","12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
9 / 10 = 0.9 (left: 0.9)
",9 / 10 = 0.9 (left: 0.9),/
"12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
","12 - 3 = 9 (left: 3 7 9)
3 + 7 = 10 (left: 9 10)
10 / 9 = 1.111 (left: 1.111)
",10 / 9 = 1.111 (left: 1.111),/
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 + 1 = 4 (left: 1 4)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 + 1 = 4 (left: 1 4)
1 + 4 = 5 (left: 4 5)
",1 + 4 = 5 (left: 4 5),+
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 + 1 = 4 (left: 1 4)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 + 1 = 4 (left: 1 4)
4 - 1 = 3 (left: 3 4)
",4 - 1 = 3 (left: 3 4),-
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 + 1 = 4 (left: 1 4)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 + 1 = 4 (left: 1 4)
1 * 4 = 4 (left: 4 4)
",1 * 4 = 4 (left: 4 4),*
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 + 1 = 4 (left: 1 4)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 + 1 = 4 (left: 1 4)
4 / 1 = 4 (left: 4 4)
",4 / 1 = 4 (left: 4 4),/
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 * 1 = 3 (left: 1 3)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 * 1 = 3 (left: 1 3)
1 + 3 = 4 (left: 4)
",1 + 3 = 4 (left: 4),+
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 * 1 = 3 (left: 1 3)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 * 1 = 3 (left: 1 3)
1 * 3 = 3 (left: 3)
",1 * 3 = 3 (left: 3),*
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 * 1 = 3 (left: 1 3)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 * 1 = 3 (left: 1 3)
3 - 1 = 2 (left: 2)
",3 - 1 = 2 (left: 2),-
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 / 1 = 3 (left: 1 3)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 / 1 = 3 (left: 1 3)
1 + 3 = 4 (left: 3 4)
",1 + 3 = 4 (left: 3 4),+
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 / 1 = 3 (left: 1 3)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 / 1 = 3 (left: 1 3)
3 - 1 = 2 (left: 2 3)
",3 - 1 = 2 (left: 2 3),-
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 / 1 = 3 (left: 1 3)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 / 1 = 3 (left: 1 3)
1 * 3 = 3 (left: 3 3)
",1 * 3 = 3 (left: 3 3),*
"12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 / 1 = 3 (left: 1 3)
","12 - 7 = 5 (left: 3 5 7)
7 / 5 = 1 (left: 3 1)
3 / 1 = 3 (left: 1 3)
3 / 1 = 3 (left: 1 3)
",3 / 1 = 3 (left: 1 3),/
