id,node_id,step,value
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
2 * 4 = 8 (left: 8)
",n1189,4,0
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
2 - 4 = -2 (left: -2)
",n1190,4,0.001
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
4 - 2 = 2 (left: 2)
",n1191,4,0
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
2 / 4 = 0.5 (left: 0.5)
",n1192,4,0
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 * 2 = 4 (left: 2 4)
2 + 4 = 6 (left: 4 6)
",n1193,4,3.0
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 * 2 = 4 (left: 2 4)
2 * 4 = 8 (left: 4 8)
",n1194,4,3.0
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 * 2 = 4 (left: 2 4)
4 - 2 = 2 (left: 2 4)
",n1195,4,3.0
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 * 2 = 4 (left: 2 4)
4 / 2 = 2 (left: 2 2)
",n1196,4,41.0
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 / 2 = 1 (left: 1 2)
1 + 2 = 3 (left: 3)
",n1197,4,0.0
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 / 2 = 1 (left: 1 2)
2 - 1 = 1 (left: 1)
",n1198,4,0
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 / 2 = 1 (left: 1 2)
1 * 2 = 2 (left: 2)
",n1199,4,0
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 / 2 = 1 (left: 1 2)
2 / 1 = 2 (left: 2)
",n1200,4,0
