Source,Target,last_formula,operator
"2 * 2 = 4 (left: 4 7 12)
","2 * 2 = 4 (left: 4 7 12)
7 + 4 = 11 (left: 11 12)
",7 + 4 = 11 (left: 11 12),+
"2 * 2 = 4 (left: 4 7 12)
","2 * 2 = 4 (left: 4 7 12)
4 - 12 = -8 (left: -8 12)
",4 - 12 = -8 (left: -8 12),-
"2 * 2 = 4 (left: 4 7 12)
","2 * 2 = 4 (left: 4 7 12)
12 * 7 = 84 (left: 84 12)
",12 * 7 = 84 (left: 84 12),*
"2 * 2 = 4 (left: 4 7 12)
","2 * 2 = 4 (left: 4 7 12)
12 / 7 = 1.71 (left: 1.71 12)
",12 / 7 = 1.71 (left: 1.71 12),/
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
",2 + 2 = 4 (left: 2 4),+
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 / 2 = 1 (left: 1 2)
",2 / 2 = 1 (left: 1 2),/
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 * 2 = 4 (left: 2 4)
",2 * 2 = 4 (left: 2 4),*
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 - 2 = 0 (left: 0 2)
",2 - 2 = 0 (left: 0 2),-
"2 + 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
","2 + 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
-3 + 12 = 9 (left: 9)
",-3 + 12 = 9 (left: 9),-
"2 + 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
","2 + 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
12 - (-3) = 15 (left: 15)
",12 - (-3) = 15 (left: 15),-
"2 + 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
","2 + 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
-3 * 12 = -36 (left: -36)
",-3 * 12 = -36 (left: -36),-
"2 + 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
","2 + 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
12 / (-3) = -4 (left: -4)
",12 / (-3) = -4 (left: -4),/
"2 * 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
","2 * 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
-3 + 12 = 9 (left: 9)
",-3 + 12 = 9 (left: 9),-
"2 * 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
","2 * 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
-3 - 12 = -15 (left: -15)
",-3 - 12 = -15 (left: -15),-
"2 * 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
","2 * 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
-3 * 12 = -36 (left: -36)
",-3 * 12 = -36 (left: -36),-
"2 * 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
","2 * 2 = 4 (left: 4 7 12)
4 - 7 = -3 (left: -3 12)
-3 / 12 = -0.25 (left: -0.25)
",-3 / 12 = -0.25 (left: -0.25),-
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
2 + 4 = 6 (left: 6)
",2 + 4 = 6 (left: 6),+
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
2 * 4 = 8 (left: 8)
",2 * 4 = 8 (left: 8),*
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
2 - 4 = -2 (left: -2)
",2 - 4 = -2 (left: -2),-
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
4 - 2 = 2 (left: 2)
",4 - 2 = 2 (left: 2),-
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 + 2 = 4 (left: 2 4)
2 / 4 = 0.5 (left: 0.5)
",2 / 4 = 0.5 (left: 0.5),/
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 * 2 = 4 (left: 2 4)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 * 2 = 4 (left: 2 4)
2 + 4 = 6 (left: 4 6)
",2 + 4 = 6 (left: 4 6),+
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 * 2 = 4 (left: 2 4)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 * 2 = 4 (left: 2 4)
2 * 4 = 8 (left: 4 8)
",2 * 4 = 8 (left: 4 8),*
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 * 2 = 4 (left: 2 4)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 * 2 = 4 (left: 2 4)
4 - 2 = 2 (left: 2 4)
",4 - 2 = 2 (left: 2 4),-
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 * 2 = 4 (left: 2 4)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 * 2 = 4 (left: 2 4)
4 / 2 = 2 (left: 2 2)
",4 / 2 = 2 (left: 2 2),/
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 / 2 = 1 (left: 1 2)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 / 2 = 1 (left: 1 2)
1 + 2 = 3 (left: 3)
",1 + 2 = 3 (left: 3),+
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 / 2 = 1 (left: 1 2)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 / 2 = 1 (left: 1 2)
2 - 1 = 1 (left: 1)
",2 - 1 = 1 (left: 1),-
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 / 2 = 1 (left: 1 2)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 / 2 = 1 (left: 1 2)
1 * 2 = 2 (left: 2)
",1 * 2 = 2 (left: 2),*
"12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 / 2 = 1 (left: 1 2)
","12 - 7 = 5 (left: 2 5 7)
7 - 5 = 2 (left: 2 2)
2 / 2 = 1 (left: 1 2)
2 / 1 = 2 (left: 2)
",2 / 1 = 2 (left: 2),/
