id,node_id,step,value
"1 + 2 = 3 (left: 3 8 13)
15 - 4 = 11 (left: 7 11)
",n681,2,1.001
"2 + 8 = 10 (left: 1 10 13)
1 + 10 = 11 (left: 11 13)
",n682,2,40.001
"2 + 8 = 10 (left: 1 10 13)
10 + 1 = 11 (left: 11 13)
",n683,2,40.001
"2 + 8 = 10 (left: 1 10 13)
1 * 10 = 10 (left: 10 13)
",n684,2,2.001
"2 + 8 = 10 (left: 1 10 13)
10 - 1 = 9 (left: 9 13)
",n685,2,3.0
"2 + 8 = 10 (left: 1 10 13)
13 - 1 = 12 (left: 1 12)
",n686,2,0.002
"2 + 8 = 10 (left: 1 10 13)
13 - 10 = 3 (left: 1 3)
",n687,2,3.0
"2 + 8 = 10 (left: 1 10 13)
10 / 1 = 10 (left: 10 13)
",n688,2,2.001
"2 + 8 = 10 (left: 1 10 13)
13 / 1 = 13 (left: 1 13)
",n689,2,1.0
"8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
",n690,2,60.0
"8 + 13 = 21 (left: 1 2 21)
1 * 2 = 2 (left: 2 21)
",n691,2,2.001
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
",n692,2,60.0
"8 + 13 = 21 (left: 1 2 21)
2 - 1 = 1 (left: 1 21)
",n693,2,0.001
"8 + 13 = 21 (left: 1 2 21)
21 - 2 = 19 (left: 1 19)
",n694,2,3.0
"8 + 13 = 21 (left: 1 2 21)
21 / 2 = 10.5 (left: 1 10.5)
",n695,2,2.001
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 + 16 = 24 (left: 16 24)
",n696,3,1.002
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
",n697,3,21.001
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
",n698,3,0
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
",n699,3,0
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 + 8 = 24 (left: 8 24)
",n700,3,1.002
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 - 16 = -8 (left: -8 8)
",n701,3,0.002
"8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
3 + 21 = 24 (left: 24)
",n702,3,0
"8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
3 * 21 = 63 (left: 63)
",n703,3,0.002
"8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
21 - 3 = 18 (left: 18)
",n704,3,0.0
"8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
21 / 3 = 7 (left: 7)
",n705,3,0
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
3 + 21 = 24 (left: 24)
",n706,3,0
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
3 / 21 = 0.14 (left: 0.14)
",n707,3,0.002
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
21 + 3 = 24 (left: 24)
",n708,3,0
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
3 * 21 = 63 (left: 63)
",n709,3,0.002
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
21 - 3 = 18 (left: 18)
",n710,3,0.0
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
21 / 3 = 7 (left: 7)
",n711,3,0
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
21 - 21 = 0 (left: 0)
",n712,3,0.001
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 + 128 = 144 (left: 144)
",n713,4,0
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 * 128 = 2048 (left: 2048)
",n714,4,0
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 - 128 = -112 (left: -112)
",n715,4,0
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
128 / 16 = 8 (left: 8)
",n716,4,0
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
8 + 8 = 16 (left: 16)
",n717,4,0
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
8 - 8 = 0 (left: 0)
",n718,4,0.001
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
8 * 8 = 64 (left: 64)
",n719,4,0.0
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
8 / 8 = 1 (left: 1)
",n720,4,0
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
8 + 2 = 10 (left: 10)
",n721,4,0
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
8 / 2 = 4 (left: 4)
",n722,4,0
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
8 - 2 = 6 (left: 6)
",n723,4,0
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
8 * 2 = 16 (left: 16)
",n724,4,0
