Source,Target,last_formula,operator
"1 + 2 = 3 (left: 3 8 13)
","1 + 2 = 3 (left: 3 8 13)
15 - 4 = 11 (left: 7 11)
",15 - 4 = 11 (left: 7 11),-
"2 + 8 = 10 (left: 1 10 13)
","2 + 8 = 10 (left: 1 10 13)
1 + 10 = 11 (left: 11 13)
",1 + 10 = 11 (left: 11 13),+
"2 + 8 = 10 (left: 1 10 13)
","2 + 8 = 10 (left: 1 10 13)
10 + 1 = 11 (left: 11 13)
",10 + 1 = 11 (left: 11 13),+
"2 + 8 = 10 (left: 1 10 13)
","2 + 8 = 10 (left: 1 10 13)
1 * 10 = 10 (left: 10 13)
",1 * 10 = 10 (left: 10 13),*
"2 + 8 = 10 (left: 1 10 13)
","2 + 8 = 10 (left: 1 10 13)
10 - 1 = 9 (left: 9 13)
",10 - 1 = 9 (left: 9 13),-
"2 + 8 = 10 (left: 1 10 13)
","2 + 8 = 10 (left: 1 10 13)
13 - 1 = 12 (left: 1 12)
",13 - 1 = 12 (left: 1 12),-
"2 + 8 = 10 (left: 1 10 13)
","2 + 8 = 10 (left: 1 10 13)
13 - 10 = 3 (left: 1 3)
",13 - 10 = 3 (left: 1 3),-
"2 + 8 = 10 (left: 1 10 13)
","2 + 8 = 10 (left: 1 10 13)
10 / 1 = 10 (left: 10 13)
",10 / 1 = 10 (left: 10 13),/
"2 + 8 = 10 (left: 1 10 13)
","2 + 8 = 10 (left: 1 10 13)
13 / 1 = 13 (left: 1 13)
",13 / 1 = 13 (left: 1 13),/
"8 + 13 = 21 (left: 1 2 21)
","8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
",1 + 2 = 3 (left: 3 21),+
"8 + 13 = 21 (left: 1 2 21)
","8 + 13 = 21 (left: 1 2 21)
1 * 2 = 2 (left: 2 21)
",1 * 2 = 2 (left: 2 21),*
"8 + 13 = 21 (left: 1 2 21)
","8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
",2 + 1 = 3 (left: 3 21),+
"8 + 13 = 21 (left: 1 2 21)
","8 + 13 = 21 (left: 1 2 21)
2 - 1 = 1 (left: 1 21)
",2 - 1 = 1 (left: 1 21),-
"8 + 13 = 21 (left: 1 2 21)
","8 + 13 = 21 (left: 1 2 21)
21 - 2 = 19 (left: 1 19)
",21 - 2 = 19 (left: 1 19),-
"8 + 13 = 21 (left: 1 2 21)
","8 + 13 = 21 (left: 1 2 21)
21 / 2 = 10.5 (left: 1 10.5)
",21 / 2 = 10.5 (left: 1 10.5),/
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 + 16 = 24 (left: 16 24)
",8 + 16 = 24 (left: 16 24),+
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
",8 * 16 = 128 (left: 16 128),*
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
",16 - 8 = 8 (left: 8 8),-
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
",16 / 8 = 2 (left: 8 2),/
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 + 8 = 24 (left: 8 24)
",16 + 8 = 24 (left: 8 24),+
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 - 16 = -8 (left: -8 8)
",8 - 16 = -8 (left: -8 8),-
"8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
","8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
3 + 21 = 24 (left: 24)
",3 + 21 = 24 (left: 24),+
"8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
","8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
3 * 21 = 63 (left: 63)
",3 * 21 = 63 (left: 63),*
"8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
","8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
21 - 3 = 18 (left: 18)
",21 - 3 = 18 (left: 18),-
"8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
","8 + 13 = 21 (left: 1 2 21)
1 + 2 = 3 (left: 3 21)
21 / 3 = 7 (left: 7)
",21 / 3 = 7 (left: 7),/
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
","8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
3 + 21 = 24 (left: 24)
",3 + 21 = 24 (left: 24),+
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
","8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
3 / 21 = 0.14 (left: 0.14)
",3 / 21 = 0.14 (left: 0.14),/
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
","8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
21 + 3 = 24 (left: 24)
",21 + 3 = 24 (left: 24),+
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
","8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
3 * 21 = 63 (left: 63)
",3 * 21 = 63 (left: 63),*
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
","8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
21 - 3 = 18 (left: 18)
",21 - 3 = 18 (left: 18),-
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
","8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
21 / 3 = 7 (left: 7)
",21 / 3 = 7 (left: 7),/
"8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
","8 + 13 = 21 (left: 1 2 21)
2 + 1 = 3 (left: 3 21)
21 - 21 = 0 (left: 0)
",21 - 21 = 0 (left: 0),-
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 + 128 = 144 (left: 144)
",16 + 128 = 144 (left: 144),+
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 * 128 = 2048 (left: 2048)
",16 * 128 = 2048 (left: 2048),*
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
16 - 128 = -112 (left: -112)
",16 - 128 = -112 (left: -112),-
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
128 / 16 = 8 (left: 8)
",128 / 16 = 8 (left: 8),/
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
8 + 8 = 16 (left: 16)
",8 + 8 = 16 (left: 16),+
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
8 - 8 = 0 (left: 0)
",8 - 8 = 0 (left: 0),-
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
8 * 8 = 64 (left: 64)
",8 * 8 = 64 (left: 64),*
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 8)
8 / 8 = 1 (left: 1)
",8 / 8 = 1 (left: 1),/
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
8 + 2 = 10 (left: 10)
",8 + 2 = 10 (left: 10),+
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
8 / 2 = 4 (left: 4)
",8 / 2 = 4 (left: 4),/
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
8 - 2 = 6 (left: 6)
",8 - 2 = 6 (left: 6),-
"1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
","1 + 2 = 3 (left: 3 8 13)
13 + 3 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
8 * 2 = 16 (left: 16)
",8 * 2 = 16 (left: 16),*
