Source,Target,last_formula,operator
"7 - 9 = -2 (left: -2 9 13)
","7 - 9 = -2 (left: -2 9 13)
-2 - 9 = -11 (left: -11 13)
",-2 - 9 = -11 (left: -11 13),-
"7 - 9 = -2 (left: -2 9 13)
","7 - 9 = -2 (left: -2 9 13)
13 / (-2) = -6.5 (left: -6.5 13)
",13 / (-2) = -6.5 (left: -6.5 13),/
"7 - 9 = -2 (left: -2 9 13)
","7 - 9 = -2 (left: -2 9 13)
9 + (-2) = 7 (left: 7 13)
",9 + (-2) = 7 (left: 7 13),+
"7 - 9 = -2 (left: -2 9 13)
","7 - 9 = -2 (left: -2 9 13)
-2 / 9 = -0.2222 (left: -0.2222 13)
",-2 / 9 = -0.2222 (left: -0.2222 13),-
"9 / 7 = 1.2857 (left: 1.2857 9 13)
","9 / 7 = 1.2857 (left: 1.2857 9 13)
1.2857 + 9 = 10.2857 (left: 10.2857 13)
",1.2857 + 9 = 10.2857 (left: 10.2857 13),+
"9 / 7 = 1.2857 (left: 1.2857 9 13)
","9 / 7 = 1.2857 (left: 1.2857 9 13)
9 / 1.2857 = 6.9999 (left: 6.9999 13)
",9 / 1.2857 = 6.9999 (left: 6.9999 13),/
"9 / 7 = 1.2857 (left: 1.2857 9 13)
","9 / 7 = 1.2857 (left: 1.2857 9 13)
13 + 1.2857 = 14.2857 (left: 9 14.2857)
",13 + 1.2857 = 14.2857 (left: 9 14.2857),+
"9 / 7 = 1.2857 (left: 1.2857 9 13)
","9 / 7 = 1.2857 (left: 1.2857 9 13)
1.2857 * 9 = 11.5713 (left: 11.5713 13)
",1.2857 * 9 = 11.5713 (left: 11.5713 13),*
"9 / 7 = 1.2857 (left: 1.2857 9 13)
","9 / 7 = 1.2857 (left: 1.2857 9 13)
9 - 1.2857 = 7.7143 (left: 7.7143 13)
",9 - 1.2857 = 7.7143 (left: 7.7143 13),-
"9 / 7 = 1.2857 (left: 1.2857 9 13)
","9 / 7 = 1.2857 (left: 1.2857 9 13)
13 - 9 = 4 (left: 1.2857 4)
",13 - 9 = 4 (left: 1.2857 4),-
"9 / 7 = 1.2857 (left: 1.2857 9 13)
","9 / 7 = 1.2857 (left: 1.2857 9 13)
13 / 1.2857 = 10.0975 (left: 9 10.0975)
",13 / 1.2857 = 10.0975 (left: 9 10.0975),/
"9 / 7 = 1.2857 (left: 1.2857 9 13)
","9 / 7 = 1.2857 (left: 1.2857 9 13)
13 - 1.2857 = 11.7143 (left: 9 11.7143)
",13 - 1.2857 = 11.7143 (left: 9 11.7143),-
"9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
","9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
9 + 15 = 24 (left: 24)
",9 + 15 = 24 (left: 24),+
"9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
","9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
9 - 15 = -6 (left: -6)
",9 - 15 = -6 (left: -6),-
"9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
","9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
9 * 15 = 135 (left: 135)
",9 * 15 = 135 (left: 135),*
"9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
","9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
",15 / 9 = 1.67 (left: 1.67),/
"7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
","7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
-2 + 4 = 2 (left: 2)
",-2 + 4 = 2 (left: 2),-
"7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
","7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
-2 * 4 = -8 (left: -8)
",-2 * 4 = -8 (left: -8),-
"7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
","7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
-2 / 4 = -0.5 (left: -0.5)
",-2 / 4 = -0.5 (left: -0.5),-
"9 - 7 = 2 (left: 2 9 13)
2 + 9 = 11 (left: 11 13)
","9 - 7 = 2 (left: 2 9 13)
2 + 9 = 11 (left: 11 13)
11 + 13 = 24 (left: 24)
",11 + 13 = 24 (left: 24),+
"9 - 7 = 2 (left: 2 9 13)
2 + 9 = 11 (left: 11 13)
","9 - 7 = 2 (left: 2 9 13)
2 + 9 = 11 (left: 11 13)
11 - 13 = -2 (left: -2)
",11 - 13 = -2 (left: -2),-
"9 - 7 = 2 (left: 2 9 13)
2 + 9 = 11 (left: 11 13)
","9 - 7 = 2 (left: 2 9 13)
2 + 9 = 11 (left: 11 13)
11 * 13 = 143 (left: 143)
",11 * 13 = 143 (left: 143),*
"9 - 7 = 2 (left: 2 9 13)
2 + 9 = 11 (left: 11 13)
","9 - 7 = 2 (left: 2 9 13)
2 + 9 = 11 (left: 11 13)
11 / 13 = 0.846 (left: 0.846)
",11 / 13 = 0.846 (left: 0.846),/
"9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
9 - 15 = -6 (left: -6)
","9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
9 - 15 = -6 (left: -6)
-6 + 8 = 2 (left: -6 2)
",-6 + 8 = 2 (left: -6 2),-
"9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
9 - 15 = -6 (left: -6)
","9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
9 - 15 = -6 (left: -6)
-6 / 8 = -0.75 (left: -0.75)
",-6 / 8 = -0.75 (left: -0.75),-
"9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
9 - 15 = -6 (left: -6)
","9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
9 - 15 = -6 (left: -6)
-6 - 8 = -14 (left: -14)
",-6 - 8 = -14 (left: -14),-
"9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
","9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
1.67 + 1 = 2.67
",1.67 + 1 = 2.67,+
"9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
","9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
1.67 / 1 = 1.67
",1.67 / 1 = 1.67,/
"9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
","9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
1.67 - 1 = 0.67
",1.67 - 1 = 0.67,-
"9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
","9 - 7 = 2 (left: 2 9 13)
13 + 2 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67)
1.67 * 1 = 1.67
",1.67 * 1 = 1.67,*
"7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
-2 / 4 = -0.5 (left: -0.5)
","7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
-2 / 4 = -0.5 (left: -0.5)
-0.5 + 1 = 0.5 (left: 0.5)
",-0.5 + 1 = 0.5 (left: 0.5),-
"7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
-2 / 4 = -0.5 (left: -0.5)
","7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
-2 / 4 = -0.5 (left: -0.5)
-0.5 - 1 = -1.5 (left: -1.5)
",-0.5 - 1 = -1.5 (left: -1.5),-
"7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
-2 / 4 = -0.5 (left: -0.5)
","7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
-2 / 4 = -0.5 (left: -0.5)
-0.5 * 1 = -0.5 (left: -0.5)
",-0.5 * 1 = -0.5 (left: -0.5),-
"7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
-2 / 4 = -0.5 (left: -0.5)
","7 - 9 = -2 (left: -2 9 13)
13 - 9 = 4 (left: -2 4)
-2 / 4 = -0.5 (left: -0.5)
-0.5 / 1 = -0.5 (left: -0.5)
",-0.5 / 1 = -0.5 (left: -0.5),-
