Source,Target,last_formula,operator
"5 - 6 = -1 (left: -1 6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
8 - 6 = 2 (left: -1 2 12)
",8 - 6 = 2 (left: -1 2 12),-
"5 - 6 = -1 (left: -1 6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
12 - (-1) = 13 (left: 6 8 13)
",12 - (-1) = 13 (left: 6 8 13),-
"5 - 6 = -1 (left: -1 6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
-1 + 8 = 7 (left: 7 12 13)
",-1 + 8 = 7 (left: 7 12 13),-
"5 - 6 = -1 (left: -1 6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
8 / (-1) = -8 (left: -8 12 13)
",8 / (-1) = -8 (left: -8 12 13),/
"8 / 12 = 0.667 (left: 0.667 6 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
0.667 + 6 = 6.667 (left: 6.667 8 12)
",0.667 + 6 = 6.667 (left: 6.667 8 12),+
"8 / 12 = 0.667 (left: 0.667 6 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 / 0.667 = 9.009 (left: 9.009 8 12)
",6 / 0.667 = 9.009 (left: 9.009 8 12),/
"8 / 12 = 0.667 (left: 0.667 6 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
12 - 6 = 6 (left: 0.667 6 8)
",12 - 6 = 6 (left: 0.667 6 8),-
"8 / 12 = 0.667 (left: 0.667 6 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
",6 * 0.667 = 4 (left: 4 8 12),*
"8 / 12 = 0.667 (left: 0.667 6 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
8 + 0.667 = 8.667 (left: 6 8.667 12)
",8 + 0.667 = 8.667 (left: 6 8.667 12),+
"8 / 12 = 0.667 (left: 0.667 6 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
12 - 0.667 = 11.333 (left: 0.667 6 11.333)
",12 - 0.667 = 11.333 (left: 0.667 6 11.333),-
"8 / 12 = 0.667 (left: 0.667 6 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
12 / 6 = 2 (left: 0.667 2 8)
",12 / 6 = 2 (left: 0.667 2 8),/
"8 * 12 = 96 (left: 5 6 96)
","8 * 12 = 96 (left: 5 6 96)
5 + 6 = 11 (left: 11 96)
",5 + 6 = 11 (left: 11 96),+
"8 * 12 = 96 (left: 5 6 96)
","8 * 12 = 96 (left: 5 6 96)
6 * 5 = 30 (left: 30 96)
",6 * 5 = 30 (left: 30 96),*
"8 * 12 = 96 (left: 5 6 96)
","8 * 12 = 96 (left: 5 6 96)
96 - 5 = 91 (left: 6 91)
",96 - 5 = 91 (left: 6 91),-
"8 * 12 = 96 (left: 5 6 96)
","8 * 12 = 96 (left: 5 6 96)
96 - 6 = 90 (left: 5 90)
",96 - 6 = 90 (left: 5 90),-
"8 * 12 = 96 (left: 5 6 96)
","8 * 12 = 96 (left: 5 6 96)
5 * 6 = 30 (left: 30 96)
",5 * 6 = 30 (left: 30 96),*
"8 * 12 = 96 (left: 5 6 96)
","8 * 12 = 96 (left: 5 6 96)
6 + 5 = 11 (left: 11 96)
",6 + 5 = 11 (left: 11 96),+
"8 * 12 = 96 (left: 5 6 96)
","8 * 12 = 96 (left: 5 6 96)
5 - 6 = -1 (left: -1 96)
",5 - 6 = -1 (left: -1 96),-
"8 * 12 = 96 (left: 5 6 96)
","8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
",6 - 5 = 1 (left: 1 96),-
"8 * 12 = 96 (left: 5 6 96)
","8 * 12 = 96 (left: 5 6 96)
96 / 5 = 19.2 (left: 6 19.2)
",96 / 5 = 19.2 (left: 6 19.2),/
"8 * 12 = 96 (left: 5 6 96)
","8 * 12 = 96 (left: 5 6 96)
96 / 6 = 16 (left: 5 16)
",96 / 6 = 16 (left: 5 16),/
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
4 + 8 = 12 (left: 12 12)
",4 + 8 = 12 (left: 12 12),+
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
4 * 8 = 32 (left: 12 32)
",4 * 8 = 32 (left: 12 32),*
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
8 - 4 = 4 (left: 4 12)
",8 - 4 = 4 (left: 4 12),-
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 - 8 = 4 (left: 4 4)
",12 - 8 = 4 (left: 4 4),-
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 / 4 = 3 (left: 3 12)
",12 / 4 = 3 (left: 3 12),/
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
4 / 8 = 0.5 (left: 0.5 12)
",4 / 8 = 0.5 (left: 0.5 12),/
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 + 4 = 16 (left: 8 16)
",12 + 4 = 16 (left: 8 16),+
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
8 / 4 = 2 (left: 2 12)
",8 / 4 = 2 (left: 2 12),/
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 - 4 = 8 (left: 8 8)
",12 - 4 = 8 (left: 8 8),-
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
4 - 8 = -4 (left: -4 12)
",4 - 8 = -4 (left: -4 12),-
"5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
-6 + 8 = 2 (left: 2 12)
",-6 + 8 = 2 (left: 2 12),-
"5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
8 - (-6) = 14 (left: 14 12)
",8 - (-6) = 14 (left: 14 12),-
"5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
-6 * 8 = -48 (left: -48 12)
",-6 * 8 = -48 (left: -48 12),-
"5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
8 / (-6) = -1.3333 (left: -1.3333 12)
",8 / (-6) = -1.3333 (left: -1.3333 12),/
"5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
12 + (-6) = 6 (left: 8 6)
",12 + (-6) = 6 (left: 8 6),+
"5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
-6 - 8 = -14 (left: -14 12)
",-6 - 8 = -14 (left: -14 12),-
"5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
12 - (-6) = 18 (left: 8 18)
",12 - (-6) = 18 (left: 8 18),-
"5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
","5 - 6 = -1 (left: -1 6 8 12)
-1 * 6 = -6 (left: -6 8 12)
-6 / 8 = -0.75 (left: -0.75 12)
",-6 / 8 = -0.75 (left: -0.75 12),-
"8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
","8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
1 + 96 = 97 (left: 96 97)
",1 + 96 = 97 (left: 96 97),+
"8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
","8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
96 / 1 = 96 (left: 1 96)
",96 / 1 = 96 (left: 1 96),/
"8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
","8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
96 - 1 = 95 (left: 1 95)
",96 - 1 = 95 (left: 1 95),-
"8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
","8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
1 * 96 = 96 (left: 96 96)
",1 * 96 = 96 (left: 96 96),*
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
4 + 8 = 12 (left: 12 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
4 + 8 = 12 (left: 12 12)
12 + 12 = 24 (left: 24)
",12 + 12 = 24 (left: 24),+
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
4 + 8 = 12 (left: 12 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
4 + 8 = 12 (left: 12 12)
12 / 12 = 1 (left: 1)
",12 / 12 = 1 (left: 1),/
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
4 + 8 = 12 (left: 12 12)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
4 + 8 = 12 (left: 12 12)
12 - 12 = 0 (left: 0)
",12 - 12 = 0 (left: 0),-
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 + 4 = 16 (left: 8 16)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 + 4 = 16 (left: 8 16)
8 + 16 = 24 (left: 16 24)
",8 + 16 = 24 (left: 16 24),+
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 + 4 = 16 (left: 8 16)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 + 4 = 16 (left: 8 16)
8 * 16 = 128 (left: 16 128)
",8 * 16 = 128 (left: 16 128),*
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 + 4 = 16 (left: 8 16)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 + 4 = 16 (left: 8 16)
16 - 8 = 8 (left: 8 16)
",16 - 8 = 8 (left: 8 16),-
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 + 4 = 16 (left: 8 16)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 + 4 = 16 (left: 8 16)
16 / 8 = 2 (left: 8 2)
",16 / 8 = 2 (left: 8 2),/
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 + 4 = 16 (left: 8 16)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 + 4 = 16 (left: 8 16)
8 - 16 = -8 (left: -8 16)
",8 - 16 = -8 (left: -8 16),-
"8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 + 4 = 16 (left: 8 16)
","8 / 12 = 0.667 (left: 0.667 6 8 12)
6 * 0.667 = 4 (left: 4 8 12)
12 + 4 = 16 (left: 8 16)
16 + 8 = 24 (left: 8 24)
",16 + 8 = 24 (left: 8 24),+
"8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
1 * 96 = 96 (left: 96 96)
","8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
1 * 96 = 96 (left: 96 96)
96 + 96 = 192 (left: 192)
",96 + 96 = 192 (left: 192),+
"8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
1 * 96 = 96 (left: 96 96)
","8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
1 * 96 = 96 (left: 96 96)
96 - 96 = 0 (left: 0)
",96 - 96 = 0 (left: 0),-
"8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
1 * 96 = 96 (left: 96 96)
","8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
1 * 96 = 96 (left: 96 96)
96 * 96 = 9216 (left: 9216)
",96 * 96 = 9216 (left: 9216),*
"8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
1 * 96 = 96 (left: 96 96)
","8 * 12 = 96 (left: 5 6 96)
6 - 5 = 1 (left: 1 96)
1 * 96 = 96 (left: 96 96)
96 / 96 = 1 (left: 1)
",96 / 96 = 1 (left: 1),/
