Source,Target,last_formula,operator
"6 + 12 = 18 (left: 2 4 18)
","6 + 12 = 18 (left: 2 4 18)
4 - 2 = 2 (left: 2 18)
",4 - 2 = 2 (left: 2 18),-
"6 + 12 = 18 (left: 2 4 18)
","6 + 12 = 18 (left: 2 4 18)
18 / 2 = 9 (left: 4 9)
",18 / 2 = 9 (left: 4 9),/
"6 + 12 = 18 (left: 2 4 18)
","6 + 12 = 18 (left: 2 4 18)
18 - 4 = 14 (left: 2 14)
",18 - 4 = 14 (left: 2 14),-
"6 + 12 = 18 (left: 2 4 18)
","6 + 12 = 18 (left: 2 4 18)
2 / 4 = 0.5 (left: 0.5 18)
",2 / 4 = 0.5 (left: 0.5 18),/
"4 * 6 = 24 (left: 2 24 12)
","4 * 6 = 24 (left: 2 24 12)
2 + 24 = 26 (left: 12 26)
",2 + 24 = 26 (left: 12 26),+
"4 * 6 = 24 (left: 2 24 12)
","4 * 6 = 24 (left: 2 24 12)
2 * 24 = 48 (left: 12 48)
",2 * 24 = 48 (left: 12 48),*
"4 * 6 = 24 (left: 2 24 12)
","4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
",24 / 2 = 12 (left: 12 12),/
"4 * 6 = 24 (left: 2 24 12)
","4 * 6 = 24 (left: 2 24 12)
24 - 2 = 22 (left: 12 22)
",24 - 2 = 22 (left: 12 22),-
"4 * 6 = 24 (left: 2 24 12)
","4 * 6 = 24 (left: 2 24 12)
12 + 24 = 36 (left: 12 36)
",12 + 24 = 36 (left: 12 36),+
"4 * 6 = 24 (left: 2 24 12)
","4 * 6 = 24 (left: 2 24 12)
12 * 2 = 24 (left: 24 12)
",12 * 2 = 24 (left: 24 12),*
"4 * 6 = 24 (left: 2 24 12)
","4 * 6 = 24 (left: 2 24 12)
12 / 2 = 6 (left: 6 12)
",12 / 2 = 6 (left: 6 12),/
"4 * 6 = 24 (left: 2 24 12)
","4 * 6 = 24 (left: 2 24 12)
12 - 2 = 10 (left: 10 12)
",12 - 2 = 10 (left: 10 12),-
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
6 + 18 = 24 (left: 24)
",6 + 18 = 24 (left: 24),+
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
6 * 18 = 108 (left: 108)
",6 * 18 = 108 (left: 108),*
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
18 / 6 = 3 (left: 3)
",18 / 6 = 3 (left: 3),/
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
18 - 6 = 12 (left: 12)
",18 - 6 = 12 (left: 12),-
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
Input: 3 9 15
",Input: 3 9 15,
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
Possible next steps:
",Possible next steps:,
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
3 + 9 = 12 (left: 12 15)
",3 + 9 = 12 (left: 12 15),+
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
3 / 9 = 1/3 (left: 1/3 15)
",3 / 9 = 1/3 (left: 1/3 15),/
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
3 * 9 = 27 (left: 27 15)
",3 * 9 = 27 (left: 27 15),*
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
9 - 3 = 6 (left: 6 15)
",9 - 3 = 6 (left: 6 15),-
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
15 + 3 = 18 (left: 9 18)
",15 + 3 = 18 (left: 9 18),+
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
15 - 3 = 12 (left: 3 12)
",15 - 3 = 12 (left: 3 12),-
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
15 / 3 = 5 (left: 5 9)
",15 / 3 = 5 (left: 5 9),/
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
Input: 4 16 24
",Input: 4 16 24,
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 + 16 = 20 (left: 20 24)
",4 + 16 = 20 (left: 20 24),+
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
",4 / 16 = 1/4 (left: 1/4 24),/
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 * 16 = 64 (left: 64 24)
",4 * 16 = 64 (left: 64 24),*
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
16 - 4 = 12 (left: 12 24)
",16 - 4 = 12 (left: 12 24),-
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 + 4 = 28 (left: 16 28)
",24 + 4 = 28 (left: 16 28),+
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 - 4 = 20 (left: 4 20)
",24 - 4 = 20 (left: 4 20),-
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 / 4 = 6 (left: 6 16)
",24 / 4 = 6 (left: 6 16),/
"4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
","4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
12 + 12 = 24 (left: 24)
",12 + 12 = 24 (left: 24),+
"4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
","4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
12 / 12 = 1 (left: 1)
",12 / 12 = 1 (left: 1),/
"4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
","4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
12 * 12 = 144 (left: 144)
",12 * 12 = 144 (left: 144),*
"4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
","4 * 6 = 24 (left: 2 24 12)
24 / 2 = 12 (left: 12 12)
12 - 12 = 0 (left: 0)
",12 - 12 = 0 (left: 0),-
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
12 + 6 = 18 (left: 18 36)
",12 + 6 = 18 (left: 18 36),+
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
12 - 6 = 6 (left: 6 36)
",12 - 6 = 6 (left: 6 36),-
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
12 * 6 = 72 (left: 72 36)
",12 * 6 = 72 (left: 72 36),*
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
6 + 36 = 42 (left: 12 42)
",6 + 36 = 42 (left: 12 42),+
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
6 - 36 = -30 (left: -30 36)
",6 - 36 = -30 (left: -30 36),-
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
6 * 36 = 216 (left: 12 216)
",6 * 36 = 216 (left: 12 216),*
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
36 + 12 = 48 (left: 6 48)
",36 + 12 = 48 (left: 6 48),+
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
36 - 12 = 24 (left: 24 6)
",36 - 12 = 24 (left: 24 6),-
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
36 / 12 = 3 (left: 3 6)
",36 / 12 = 3 (left: 3 6),/
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
36 - 6 = 30 (left: 12 30)
",36 - 6 = 30 (left: 12 30),-
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 - 4 = 20 (left: 4 20)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 - 4 = 20 (left: 4 20)
4 + 20 = 24 (left: 24)
",4 + 20 = 24 (left: 24),+
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 - 4 = 20 (left: 4 20)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 - 4 = 20 (left: 4 20)
20 / 4 = 5 (left: 5)
",20 / 4 = 5 (left: 5),/
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 - 4 = 20 (left: 4 20)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 - 4 = 20 (left: 4 20)
4 * 20 = 80 (left: 80)
",4 * 20 = 80 (left: 80),*
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 - 4 = 20 (left: 4 20)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
24 - 4 = 20 (left: 4 20)
20 - 4 = 16 (left: 16)
",20 - 4 = 16 (left: 16),-
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
36 - 12 = 24 (left: 24 6)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
36 - 12 = 24 (left: 24 6)
24 + 6 = 30 (left: 6 30)
",24 + 6 = 30 (left: 6 30),+
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
36 - 12 = 24 (left: 24 6)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
36 - 12 = 24 (left: 24 6)
24 - 6 = 18 (left: 18 6)
",24 - 6 = 18 (left: 18 6),-
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
36 - 12 = 24 (left: 24 6)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
36 - 12 = 24 (left: 24 6)
24 * 6 = 144 (left: 144 6)
",24 * 6 = 144 (left: 144 6),*
"2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
36 - 12 = 24 (left: 24 6)
","2 + 4 = 6 (left: 6 6 12)
6 * 6 = 36 (left: 12 6 36)
36 - 12 = 24 (left: 24 6)
24 / 6 = 4 (left: 4 6)
",24 / 6 = 4 (left: 4 6),/
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
1/4 * 24 = 6 (left: 6)
",1/4 * 24 = 6 (left: 6),/
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
1/4 + 24 = 24.25 (left: 24.25)
",1/4 + 24 = 24.25 (left: 24.25),/
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
1/4 - 24 = -23.75 (left: -23.75)
",1/4 - 24 = -23.75 (left: -23.75),/
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
1/4 / 24 = 0.0104 (left: 0.0104)
",1/4 / 24 = 0.0104 (left: 0.0104),/
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
24 * 1/4 = 6 (left: 6)
",24 * 1/4 = 6 (left: 6),*
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
24 + 1/4 = 24.25 (left: 24.25)
",24 + 1/4 = 24.25 (left: 24.25),+
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
24 - 1/4 = 23.75 (left: 23.75)
",24 - 1/4 = 23.75 (left: 23.75),-
"6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
","6 + 12 = 18 (left: 2 4 18)
2 + 4 = 6 (left: 6 18)
4 / 16 = 1/4 (left: 1/4 24)
24 / 1/4 = 96 (left: 96)
",24 / 1/4 = 96 (left: 96),/
