Source,Target,last_formula,operator
"5 - 8 = -3 (left: -3 5 10)
","5 - 8 = -3 (left: -3 5 10)
5 - (-3) = 8 (left: 8 10)
",5 - (-3) = 8 (left: 8 10),-
"5 - 8 = -3 (left: -3 5 10)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
",10 - (-3) = 13 (left: 5 13),-
"5 - 8 = -3 (left: -3 5 10)
","5 - 8 = -3 (left: -3 5 10)
-3 * 5 = -15 (left: -15 10)
",-3 * 5 = -15 (left: -15 10),-
"5 - 8 = -3 (left: -3 5 10)
","5 - 8 = -3 (left: -3 5 10)
5 * (-3) = -15 (left: -15 10)
",5 * (-3) = -15 (left: -15 10),*
"5 - 8 = -3 (left: -3 5 10)
","5 - 8 = -3 (left: -3 5 10)
10 * (-3) = -30 (left: -30 10)
",10 * (-3) = -30 (left: -30 10),*
"5 - 8 = -3 (left: -3 5 10)
","5 - 8 = -3 (left: -3 5 10)
-3 / 5 = -0.6 (left: -0.6 10)
",-3 / 5 = -0.6 (left: -0.6 10),-
"5 - 8 = -3 (left: -3 5 10)
","5 - 8 = -3 (left: -3 5 10)
5 / (-3) = -1.67 (left: -1.67 10)
",5 / (-3) = -1.67 (left: -1.67 10),/
"5 - 8 = -3 (left: -3 5 10)
","5 - 8 = -3 (left: -3 5 10)
10 / (-3) = -3.33 (left: -3.33 10)
",10 / (-3) = -3.33 (left: -3.33 10),/
"5 + 5 = 10 (left: 8 10 10)
","5 + 5 = 10 (left: 8 10 10)
8 + 10 = 18 (left: 10 18)
",8 + 10 = 18 (left: 10 18),+
"5 + 5 = 10 (left: 8 10 10)
","5 + 5 = 10 (left: 8 10 10)
10 - 8 = 2 (left: 2 10)
",10 - 8 = 2 (left: 2 10),-
"5 + 5 = 10 (left: 8 10 10)
","5 + 5 = 10 (left: 8 10 10)
10 / 8 = 1.25 (left: 1.25 10)
",10 / 8 = 1.25 (left: 1.25 10),/
"5 + 5 = 10 (left: 8 10 10)
","5 + 5 = 10 (left: 8 10 10)
10 * 8 = 80 (left: 10 80)
",10 * 8 = 80 (left: 10 80),*
"5 + 5 = 10 (left: 8 10 10)
","5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
",8 - 10 = -2 (left: -2 10),-
"5 + 5 = 10 (left: 8 10 10)
","5 + 5 = 10 (left: 8 10 10)
10 / 10 = 1 (left: 1 10)
",10 / 10 = 1 (left: 1 10),/
"5 + 5 = 10 (left: 8 10 10)
","5 + 5 = 10 (left: 8 10 10)
10 + 8 = 18 (left: 10 18)
",10 + 8 = 18 (left: 10 18),+
"5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
","5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
-2 + 10 = 8 (left: 8)
",-2 + 10 = 8 (left: 8),-
"5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
","5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
-2 * 10 = -20 (left: -20)
",-2 * 10 = -20 (left: -20),-
"5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
","5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
10 - (-2) = 12 (left: 12)
",10 - (-2) = 12 (left: 12),-
"5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
","5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
-2 - 10 = -12 (left: -12)
",-2 - 10 = -12 (left: -12),-
"5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
","5 + 5 = 10 (left: 8 10 10)
8 - 10 = -2 (left: -2 10)
10 / -2 = -5 (left: -5)
",10 / -2 = -5 (left: -5),/
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
","5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
2 + 10 = 12 (left: 10 12)
",2 + 10 = 12 (left: 10 12),+
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
","5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
",10 / 2 = 5 (left: 5 10),/
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
","5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 * 2 = 20 (left: 10 20)
",10 * 2 = 20 (left: 10 20),*
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
","5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 - 2 = 8 (left: 8 10)
",10 - 2 = 8 (left: 8 10),-
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 + 13 = 18 (left: 13 18)
",5 + 13 = 18 (left: 13 18),+
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 + 5 = 18 (left: 5 18)
",13 + 5 = 18 (left: 5 18),+
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
",5 - 13 = -8 (left: -8 13),-
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
",13 - 5 = 8 (left: 5 8),-
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 * 13 = 65 (left: 13 65)
",5 * 13 = 65 (left: 13 65),*
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 * 5 = 65 (left: 5 65)
",13 * 5 = 65 (left: 5 65),*
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 / 13 = 0.3846 (left: 0.3846 13)
",5 / 13 = 0.3846 (left: 0.3846 13),/
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 / 5 = 2.6 (left: 5 2.6)
",13 / 5 = 2.6 (left: 5 2.6),/
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
-8 + 13 = 5 (left: 5)
",-8 + 13 = 5 (left: 5),-
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
-8 - 13 = -21 (left: -21)
",-8 - 13 = -21 (left: -21),-
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
-8 * 13 = -104 (left: -104)
",-8 * 13 = -104 (left: -104),-
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
5 - 13 = -8 (left: -8 13)
-8 / 13 ¡Ö -0.615 (left: -0.615)
",-8 / 13 ¡Ö -0.615 (left: -0.615),-
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
","5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
5 + 10 = 15 (left: 10 15)
",5 + 10 = 15 (left: 10 15),+
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
","5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
5 * 10 = 50 (left: 10 50)
",5 * 10 = 50 (left: 10 50),*
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
","5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
10 - 5 = 5 (left: 5 10)
",10 - 5 = 5 (left: 5 10),-
"5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
","5 - 8 = -3 (left: -3 5 10)
-3 + 5 = 2 (left: 2 10)
10 / 2 = 5 (left: 5 10)
10 / 5 = 2 (left: 2 10)
",10 / 5 = 2 (left: 2 10),/
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
5 + 8 = 13 (left: 8 13)
",5 + 8 = 13 (left: 8 13),+
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
8 + 5 = 13 (left: 5 13)
",8 + 5 = 13 (left: 5 13),+
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
5 - 8 = -3 (left: -3 8)
",5 - 8 = -3 (left: -3 8),-
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
8 - 5 = 3 (left: 3 8)
",8 - 5 = 3 (left: 3 8),-
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
5 * 8 = 40 (left: 8 40)
",5 * 8 = 40 (left: 8 40),*
"5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
","5 - 8 = -3 (left: -3 5 10)
10 - (-3) = 13 (left: 5 13)
13 - 5 = 8 (left: 5 8)
8 / 5 = 1.6 (left: 1.6 8)
",8 / 5 = 1.6 (left: 1.6 8),/
