Source,Target,last_formula,operator
"2 + 4 = 6 (left: 6 8 9)
","2 + 4 = 6 (left: 6 8 9)
8 / 9 = 0.89 (left: 0.89 9)
",8 / 9 = 0.89 (left: 0.89 9),/
"9 / 2 = 4.5 (left: 4.5 4 1)
","9 / 2 = 4.5 (left: 4.5 4 1)
4.5 + 4 = 8.5 (left: 1 8.5)
",4.5 + 4 = 8.5 (left: 1 8.5),+
"9 / 2 = 4.5 (left: 4.5 4 1)
","9 / 2 = 4.5 (left: 4.5 4 1)
4.5 / 4 = 1.125 (left: 1 1.125)
",4.5 / 4 = 1.125 (left: 1 1.125),/
"9 / 2 = 4.5 (left: 4.5 4 1)
","9 / 2 = 4.5 (left: 4.5 4 1)
4.5 - 4 = 0.5 (left: 0.5 1)
",4.5 - 4 = 0.5 (left: 0.5 1),-
"9 / 2 = 4.5 (left: 4.5 4 1)
","9 / 2 = 4.5 (left: 4.5 4 1)
4.5 - 1 = 3.5 (left: 3.5 4)
",4.5 - 1 = 3.5 (left: 3.5 4),-
"9 / 2 = 4.5 (left: 4.5 4 1)
","9 / 2 = 4.5 (left: 4.5 4 1)
4.5 / 1 = 4.5 (left: 4.5 1)
",4.5 / 1 = 4.5 (left: 4.5 1),/
"9 / 2 = 4.5 (left: 4.5 4 1)
","9 / 2 = 4.5 (left: 4.5 4 1)
4.5 * 4 = 18 (left: 1 18)
",4.5 * 4 = 18 (left: 1 18),*
"9 / 2 = 4.5 (left: 4.5 4 1)
","9 / 2 = 4.5 (left: 4.5 4 1)
4.5 * 1 = 4.5 (left: 4.5 1)
",4.5 * 1 = 4.5 (left: 4.5 1),*
"9 / 2 = 4.5 (left: 4.5 4 1)
","9 / 2 = 4.5 (left: 4.5 4 1)
4.5 + 1 = 5.5 (left: 5.5 4)
",4.5 + 1 = 5.5 (left: 5.5 4),+
"9 / 2 = 4.5 (left: 4.5 4 1)
","9 / 2 = 4.5 (left: 4.5 4 1)
4.5 - 0.5 = 4 (left: 4 1)
",4.5 - 0.5 = 4 (left: 4 1),-
"4 + 8 = 12 (left: 2 12 9)
","4 + 8 = 12 (left: 2 12 9)
2 + 12 = 14 (left: 9 14)
",2 + 12 = 14 (left: 9 14),+
"4 + 8 = 12 (left: 2 12 9)
","4 + 8 = 12 (left: 2 12 9)
12 / 2 = 6 (left: 6 9)
",12 / 2 = 6 (left: 6 9),/
"4 + 8 = 12 (left: 2 12 9)
","4 + 8 = 12 (left: 2 12 9)
9 + 2 = 11 (left: 11 12)
",9 + 2 = 11 (left: 11 12),+
"4 + 8 = 12 (left: 2 12 9)
","4 + 8 = 12 (left: 2 12 9)
2 * 12 = 24 (left: 9 24)
",2 * 12 = 24 (left: 9 24),*
"4 + 8 = 12 (left: 2 12 9)
","4 + 8 = 12 (left: 2 12 9)
12 - 2 = 10 (left: 10 9)
",12 - 2 = 10 (left: 10 9),-
"4 + 8 = 12 (left: 2 12 9)
","4 + 8 = 12 (left: 2 12 9)
9 - 2 = 7 (left: 7 9)
",9 - 2 = 7 (left: 7 9),-
"4 + 8 = 12 (left: 2 12 9)
","4 + 8 = 12 (left: 2 12 9)
9 / 2 = 4.5 (left: 4.5 9)
",9 / 2 = 4.5 (left: 4.5 9),/
"2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
","2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
6 + 72 = 78 (left: 78)
",6 + 72 = 78 (left: 78),+
"2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
","2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
6 * 72 = 432 (left: 432)
",6 * 72 = 432 (left: 432),*
"2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
","2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
72 / 6 = 12 (left: 12)
",72 / 6 = 12 (left: 12),/
"2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
","2 + 4 = 6 (left: 6 8 9)
9 * 8 = 72 (left: 6 72)
72 - 6 = 66 (left: 66)
",72 - 6 = 66 (left: 66),-
"2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
","2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
6 + 72 = 78 (left: 78)
",6 + 72 = 78 (left: 78),+
"2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
","2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
6 * 72 = 432 (left: 432)
",6 * 72 = 432 (left: 432),*
"2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
","2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
72 - 6 = 66 (left: 66)
",72 - 6 = 66 (left: 66),-
"2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
","2 + 4 = 6 (left: 6 8 9)
8 * 9 = 72 (left: 6 72)
72 / 6 = 12 (left: 12)
",72 / 6 = 12 (left: 12),/
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
",1 + 9 = 10 (left: 9 10),+
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
",9 - 1 = 8 (left: 8 9),-
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 / 1 = 9 (left: 9 9)
",9 / 1 = 9 (left: 9 9),/
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 * 9 = 9 (left: 9 9)
",1 * 9 = 9 (left: 9 9),*
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
9 + 10 = 19 (left: 19)
",9 + 10 = 19 (left: 19),+
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
9 * 10 = 90 (left: 90)
",9 * 10 = 90 (left: 90),*
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
10 - 9 = 1 (left: 1)
",10 - 9 = 1 (left: 1),-
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
9 / 10 = 0.9 (left: 0.9)
",9 / 10 = 0.9 (left: 0.9),/
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
8 + 9 = 17 (left: 17)
",8 + 9 = 17 (left: 17),+
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
8 / 9 = 0.888889 (left: 0.888889)
",8 / 9 = 0.888889 (left: 0.888889),/
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
8 * 9 = 72 (left: 72)
",8 * 9 = 72 (left: 72),*
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
8 - 9 = -1 (left: -1)
",8 - 9 = -1 (left: -1),-
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
9 + 8 = 17 (left: 17)
",9 + 8 = 17 (left: 17),+
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
9 / 8 = 1.125 (left: 1.125)
",9 / 8 = 1.125 (left: 1.125),/
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
9 * 8 = 72 (left: 72)
",9 * 8 = 72 (left: 72),*
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
9 - 8 = 1 (left: 1)
",9 - 8 = 1 (left: 1),-
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 / 1 = 9 (left: 9 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 / 1 = 9 (left: 9 9)
9 + 9 = 18 (left: 18)
",9 + 9 = 18 (left: 18),+
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 / 1 = 9 (left: 9 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 / 1 = 9 (left: 9 9)
9 - 9 = 0 (left: 0)
",9 - 9 = 0 (left: 0),-
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 / 1 = 9 (left: 9 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 / 1 = 9 (left: 9 9)
9 * 9 = 81 (left: 81)
",9 * 9 = 81 (left: 81),*
"2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 / 1 = 9 (left: 9 9)
","2 + 4 = 6 (left: 6 8 9)
9 - 8 = 1 (left: 1 9)
9 / 1 = 9 (left: 9 9)
9 / 9 = 1 (left: 1)
",9 / 9 = 1 (left: 1),/
