Source,Target,last_formula,operator
"5 / 9 = 0.556 (left: 1 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
1 - 0.556 = 0.444 (left: 3 0.444)
",1 - 0.556 = 0.444 (left: 3 0.444),-
"5 / 9 = 0.556 (left: 1 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 - 1 = -0.444 (left: 3 -0.444)
",0.556 - 1 = -0.444 (left: 3 -0.444),-
"5 / 9 = 0.556 (left: 1 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
1 * 0.556 = 0.556 (left: 3 0.556)
",1 * 0.556 = 0.556 (left: 3 0.556),*
"5 / 9 = 0.556 (left: 1 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
",0.556 * 1 = 0.556 (left: 3 0.556),*
"5 / 9 = 0.556 (left: 1 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
1 / 0.556 = 1.797 (left: 3 1.797)
",1 / 0.556 = 1.797 (left: 3 1.797),/
"5 / 9 = 0.556 (left: 1 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
",0.556 / 1 = 0.556 (left: 3 0.556),/
"1 / 3 = 0.333 (left: 0.333 5 9)
","1 / 3 = 0.333 (left: 0.333 5 9)
0.333 + 5 = 5.333 (left: 5.333 9)
",0.333 + 5 = 5.333 (left: 5.333 9),+
"1 / 3 = 0.333 (left: 0.333 5 9)
","1 / 3 = 0.333 (left: 0.333 5 9)
5 * 0.333 = 1.665 (left: 1.665 9)
",5 * 0.333 = 1.665 (left: 1.665 9),*
"1 / 3 = 0.333 (left: 0.333 5 9)
","1 / 3 = 0.333 (left: 0.333 5 9)
9 + 0.333 = 9.333 (left: 5 9.333)
",9 + 0.333 = 9.333 (left: 5 9.333),+
"1 / 3 = 0.333 (left: 0.333 5 9)
","1 / 3 = 0.333 (left: 0.333 5 9)
0.333 * 9 = 2.997 (left: 2.997 9)
",0.333 * 9 = 2.997 (left: 2.997 9),*
"1 / 3 = 0.333 (left: 0.333 5 9)
","1 / 3 = 0.333 (left: 0.333 5 9)
9 - 0.333 = 8.667 (left: 5 8.667)
",9 - 0.333 = 8.667 (left: 5 8.667),-
"1 / 3 = 0.333 (left: 0.333 5 9)
","1 / 3 = 0.333 (left: 0.333 5 9)
9 / 0.333 = 27.027 (left: 27.027 9)
",9 / 0.333 = 27.027 (left: 27.027 9),/
"1 / 3 = 0.333 (left: 0.333 5 9)
","1 / 3 = 0.333 (left: 0.333 5 9)
5 + 9 = 14 (left: 14 9)
",5 + 9 = 14 (left: 14 9),+
"1 / 3 = 0.333 (left: 0.333 5 9)
","1 / 3 = 0.333 (left: 0.333 5 9)
9 * 0.333 = 2.997 (left: 2.997 9)
",9 * 0.333 = 2.997 (left: 2.997 9),*
"1 / 3 = 0.333 (left: 0.333 5 9)
","1 / 3 = 0.333 (left: 0.333 5 9)
9 - 5 = 4 (left: 0.333 4 9)
",9 - 5 = 4 (left: 0.333 4 9),-
"5 / 9 = 0.556 (left: 1 3 0.556)
1 * 0.556 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
1 * 0.556 = 0.556 (left: 3 0.556)
3 + 0.556 = 3.556 (left: 0.556 3.556)
",3 + 0.556 = 3.556 (left: 0.556 3.556),+
"5 / 9 = 0.556 (left: 1 3 0.556)
1 * 0.556 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
1 * 0.556 = 0.556 (left: 3 0.556)
3 * 0.556 = 1.668 (left: 1.668)
",3 * 0.556 = 1.668 (left: 1.668),*
"5 / 9 = 0.556 (left: 1 3 0.556)
1 * 0.556 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
1 * 0.556 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 2.444)
",3 - 0.556 = 2.444 (left: 2.444),-
"5 / 9 = 0.556 (left: 1 3 0.556)
1 * 0.556 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
1 * 0.556 = 0.556 (left: 3 0.556)
3 / 0.556 = 5.395 (left: 5.395)
",3 / 0.556 = 5.395 (left: 5.395),/
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 + 0.556 = 3.556 (left: 0.556 3.556)
",3 + 0.556 = 3.556 (left: 0.556 3.556),+
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
",3 - 0.556 = 2.444 (left: 0.556 2.444),-
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 * 0.556 = 1.668 (left: 0.556 1.668)
",3 * 0.556 = 1.668 (left: 0.556 1.668),*
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 / 0.556 = 5.395 (left: 0.556 5.395)
",3 / 0.556 = 5.395 (left: 0.556 5.395),/
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 + 0.556 = 3.556 (left: 0.556 3.556)
",3 + 0.556 = 3.556 (left: 0.556 3.556),+
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 * 0.556 = 1.668 (left: 1.668)
",3 * 0.556 = 1.668 (left: 1.668),*
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
",3 - 0.556 = 2.444 (left: 0.556 2.444),-
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 / 0.556 = 5.398 (left: 5.398)
",3 / 0.556 = 5.398 (left: 5.398),/
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
0.556 + 3 = 3.556 (left: 0.556 3.556)
",0.556 + 3 = 3.556 (left: 0.556 3.556),+
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
0.556 * 3 = 1.668 (left: 1.668)
",0.556 * 3 = 1.668 (left: 1.668),*
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
0.556 - 3 = -2.444 (left: -2.444)
",0.556 - 3 = -2.444 (left: -2.444),-
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
0.556 / 3 = 0.185 (left: 0.185)
",0.556 / 3 = 0.185 (left: 0.185),/
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
0.556 + 2.444 = 3 (left: 2.444 3)
",0.556 + 2.444 = 3 (left: 2.444 3),+
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
2.444 - 0.556 = 1.888 (left: 1.888)
",2.444 - 0.556 = 1.888 (left: 1.888),-
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
0.556 * 2.444 = 1.357264 (left: 2.444 1.357264)
",0.556 * 2.444 = 1.357264 (left: 2.444 1.357264),*
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
2.444 / 0.556 = 4.399281 (left: 4.399281)
",2.444 / 0.556 = 4.399281 (left: 4.399281),/
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
0.556 + 2.444 = 3 (left: 3 2.444)
",0.556 + 2.444 = 3 (left: 3 2.444),+
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
2.444 + 0.556 = 3 (left: 0.556 3)
",2.444 + 0.556 = 3 (left: 0.556 3),+
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
2.444 - 0.556 = 1.888 (left: 1.888 2.444)
",2.444 - 0.556 = 1.888 (left: 1.888 2.444),-
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
2.444 / 0.556 = 4.4 (left: 4.4 2.444)
",2.444 / 0.556 = 4.4 (left: 4.4 2.444),/
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
0.556 - 2.444 = -1.888 (left: -1.888 2.444)
",0.556 - 2.444 = -1.888 (left: -1.888 2.444),-
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
0.556 / 2.444 = 0.227 (left: 0.227 2.444)
",0.556 / 2.444 = 0.227 (left: 0.227 2.444),/
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
2.444 * 0.556 = 1.358 (left: 1.358 2.444)
",2.444 * 0.556 = 1.358 (left: 1.358 2.444),*
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 / 1 = 0.556 (left: 3 0.556)
3 - 0.556 = 2.444 (left: 0.556 2.444)
2.444 * 2.444 = 5.973 (left: 5.973)
",2.444 * 2.444 = 5.973 (left: 5.973),*
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 * 0.556 = 1.668 (left: 0.556 1.668)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 * 0.556 = 1.668 (left: 0.556 1.668)
0.556 + 1.668 = 2.224 (left: 2.224)
",0.556 + 1.668 = 2.224 (left: 2.224),+
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 * 0.556 = 1.668 (left: 0.556 1.668)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 * 0.556 = 1.668 (left: 0.556 1.668)
0.556 * 1.668 = 0.927408 (left: 0.927408)
",0.556 * 1.668 = 0.927408 (left: 0.927408),*
"5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 * 0.556 = 1.668 (left: 0.556 1.668)
","5 / 9 = 0.556 (left: 1 3 0.556)
0.556 * 1 = 0.556 (left: 3 0.556)
3 * 0.556 = 1.668 (left: 0.556 1.668)
1.668 / 0.556 = 3 (left: 3)
",1.668 / 0.556 = 3 (left: 3),/
