Source,Target,last_formula,operator
"7 / 4 = 1.75 (left: 1.75 9 13)
","7 / 4 = 1.75 (left: 1.75 9 13)
13 / 1.75 = 7.43 (left: 7.43 9)
",13 / 1.75 = 7.43 (left: 7.43 9),/
"7 / 4 = 1.75 (left: 1.75 9 13)
","7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
",13 - 1.75 = 11.25 (left: 9 11.25),-
"13 - 7 = 6 (left: 4 6 9)
","13 - 7 = 6 (left: 4 6 9)
4 + 6 = 10 (left: 9 10)
",4 + 6 = 10 (left: 9 10),+
"13 - 7 = 6 (left: 4 6 9)
","13 - 7 = 6 (left: 4 6 9)
6 - 4 = 2 (left: 2 9)
",6 - 4 = 2 (left: 2 9),-
"13 - 7 = 6 (left: 4 6 9)
","13 - 7 = 6 (left: 4 6 9)
9 - 4 = 5 (left: 5 6)
",9 - 4 = 5 (left: 5 6),-
"13 - 7 = 6 (left: 4 6 9)
","13 - 7 = 6 (left: 4 6 9)
4 * 6 = 24 (left: 9 24)
",4 * 6 = 24 (left: 9 24),*
"13 - 7 = 6 (left: 4 6 9)
","13 - 7 = 6 (left: 4 6 9)
6 / 4 = 1.5 (left: 1.5 9)
",6 / 4 = 1.5 (left: 1.5 9),/
"13 - 7 = 6 (left: 4 6 9)
","13 - 7 = 6 (left: 4 6 9)
9 - 6 = 3 (left: 3 9)
",9 - 6 = 3 (left: 3 9),-
"13 - 7 = 6 (left: 4 6 9)
","13 - 7 = 6 (left: 4 6 9)
9 / 4 = 2.25 (left: 2.25 6)
",9 / 4 = 2.25 (left: 2.25 6),/
"13 - 7 = 6 (left: 4 6 9)
","13 - 7 = 6 (left: 4 6 9)
9 + 4 = 13 (left: 6 13)
",9 + 4 = 13 (left: 6 13),+
"13 - 7 = 6 (left: 4 6 9)
","13 - 7 = 6 (left: 4 6 9)
4 - 6 = -2 (left: -2 9)
",4 - 6 = -2 (left: -2 9),-
"13 - 7 = 6 (left: 4 6 9)
","13 - 7 = 6 (left: 4 6 9)
6 * 9 = 54 (left: 54)
",6 * 9 = 54 (left: 54),*
"7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
","7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
9 + 11.25 = 20.25 (left: 20.25)
",9 + 11.25 = 20.25 (left: 20.25),+
"7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
","7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
9 - 11.25 = -2.25 (left: -2.25)
",9 - 11.25 = -2.25 (left: -2.25),-
"7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
","7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
9 * 11.25 = 101.25 (left: 101.25)
",9 * 11.25 = 101.25 (left: 101.25),*
"7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
","7 / 4 = 1.75 (left: 1.75 9 13)
13 - 1.75 = 11.25 (left: 9 11.25)
9 / 11.25 = 0.8 (left: 0.8)
",9 / 11.25 = 0.8 (left: 0.8),/
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
9 + 10.25 = 19.25 (left: 10.25 19.25)
",9 + 10.25 = 19.25 (left: 10.25 19.25),+
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
",10.25 - 9 = 1.25 (left: 1.25 10.25),-
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
9 / 10.25 = 0.878 (left: 0.878 10.25)
",9 / 10.25 = 0.878 (left: 0.878 10.25),/
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 / 9 = 1.139 (left: 1.139 10.25)
",10.25 / 9 = 1.139 (left: 1.139 10.25),/
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
9 * 10.25 = 92.25 (left: 10.25 92.25)
",9 * 10.25 = 92.25 (left: 10.25 92.25),*
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 * 9 = 92.25 (left: 9 92.25)
",10.25 * 9 = 92.25 (left: 9 92.25),*
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 + 9 = 19.25 (left: 9 19.25)
",10.25 + 9 = 19.25 (left: 9 19.25),+
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 + 12.25 = 19.25 (left: 12.25 19.25)
",7 + 12.25 = 19.25 (left: 12.25 19.25),+
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 * 12.25 = 85.75 (left: 12.25 85.75)
",7 * 12.25 = 85.75 (left: 12.25 85.75),*
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 - 12.25 = -5.25 (left: -5.25 12.25)
",7 - 12.25 = -5.25 (left: -5.25 12.25),-
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 / 12.25 = 0.5714 (left: 12.25 0.5714)
",7 / 12.25 = 0.5714 (left: 12.25 0.5714),/
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
1.25 + 10.25 = 11.5 (left: 11.5)
",1.25 + 10.25 = 11.5 (left: 11.5),+
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
10.25 - 1.25 = 9 (left: 9 10.25)
",10.25 - 1.25 = 9 (left: 9 10.25),-
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
1.25 * 10.25 = 12.8125 (left: 12.8125)
",1.25 * 10.25 = 12.8125 (left: 12.8125),*
"13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
3.25 + 7 = 10.25 (left: 9 10.25)
10.25 - 9 = 1.25 (left: 1.25 10.25)
10.25 / 1.25 = 8.2 (left: 8.2 10.25)
",10.25 / 1.25 = 8.2 (left: 8.2 10.25),/
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 + 12.25 = 19.25 (left: 12.25 19.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 + 12.25 = 19.25 (left: 12.25 19.25)
12.25 + 19.25 = 31.5 (left: 31.5)
",12.25 + 19.25 = 31.5 (left: 31.5),+
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 + 12.25 = 19.25 (left: 12.25 19.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 + 12.25 = 19.25 (left: 12.25 19.25)
12.25 - 19.25 = -7 (left: -7)
",12.25 - 19.25 = -7 (left: -7),-
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 + 12.25 = 19.25 (left: 12.25 19.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 + 12.25 = 19.25 (left: 12.25 19.25)
12.25 * 19.25 = 236.5625 (left: 236.5625)
",12.25 * 19.25 = 236.5625 (left: 236.5625),*
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 + 12.25 = 19.25 (left: 12.25 19.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 + 12.25 = 19.25 (left: 12.25 19.25)
12.25 / 19.25 = 0.6363636363636364 (left: 0.6363636363636364)
",12.25 / 19.25 = 0.6363636363636364 (left: 0.6363636363636364),/
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 - 12.25 = -5.25 (left: -5.25 12.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 - 12.25 = -5.25 (left: -5.25 12.25)
-5.25 + 12.25 = 7 (left: 7)
",-5.25 + 12.25 = 7 (left: 7),-
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 - 12.25 = -5.25 (left: -5.25 12.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 - 12.25 = -5.25 (left: -5.25 12.25)
-5.25 - 12.25 = -17.5 (left: -17.5)
",-5.25 - 12.25 = -17.5 (left: -17.5),-
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 - 12.25 = -5.25 (left: -5.25 12.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 - 12.25 = -5.25 (left: -5.25 12.25)
-5.25 * 12.25 = -64.3125 (left: -64.3125)
",-5.25 * 12.25 = -64.3125 (left: -64.3125),-
"13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 - 12.25 = -5.25 (left: -5.25 12.25)
","13 / 4 = 3.25 (left: 3.25 7 9)
9 + 3.25 = 12.25 (left: 7 12.25)
7 - 12.25 = -5.25 (left: -5.25 12.25)
-5.25 / 12.25 = -0.42857142857142855 (left: -0.42857142857142855)
",-5.25 / 12.25 = -0.42857142857142855 (left: -0.42857142857142855),-
