Source,Target,last_formula,operator
"13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
","13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
6 + 30 = 36 (left: 36)
",6 + 30 = 36 (left: 36),+
"13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
","13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
6 * 30 = 180 (left: 180)
",6 * 30 = 180 (left: 180),*
"13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
","13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
30 - 6 = 24 (left: 24)
",30 - 6 = 24 (left: 24),-
"13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
","13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
30 / 6 = 5 (left: 5)
",30 / 6 = 5 (left: 5),/
"13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
","13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
6 - 30 = -24 (left: -24)
",6 - 30 = -24 (left: -24),-
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
","13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 + 11 = 17 (left: 17)
",6 + 11 = 17 (left: 17),+
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
","13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
",6 - 11 = -5 (left: -5),-
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
","13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 * 11 = 66 (left: 66)
",6 * 11 = 66 (left: 66),*
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
","13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
",6 / 11 = 0.545 (left: 0.545),/
"7 / 5 = 1 (left: 1 6 13)
1 - 6 = -5 (left: -5 13)
-5 / 13 �� -0.385 (left: -0.385)
","7 / 5 = 1 (left: 1 6 13)
1 - 6 = -5 (left: -5 13)
-5 / 13 �� -0.385 (left: -0.385)
-0.385 + 0 = -0.385 (left: -0.385)
",-0.385 + 0 = -0.385 (left: -0.385),-
"7 / 5 = 1 (left: 1 6 13)
1 - 6 = -5 (left: -5 13)
-5 / 13 �� -0.385 (left: -0.385)
","7 / 5 = 1 (left: 1 6 13)
1 - 6 = -5 (left: -5 13)
-5 / 13 �� -0.385 (left: -0.385)
-0.385 - 0 = -0.385 (left: -0.385)
",-0.385 - 0 = -0.385 (left: -0.385),-
"7 / 5 = 1 (left: 1 6 13)
1 - 6 = -5 (left: -5 13)
-5 / 13 �� -0.385 (left: -0.385)
","7 / 5 = 1 (left: 1 6 13)
1 - 6 = -5 (left: -5 13)
-5 / 13 �� -0.385 (left: -0.385)
-0.385 * 0 = 0 (left: 0)
",-0.385 * 0 = 0 (left: 0),-
"7 / 5 = 1 (left: 1 6 13)
1 - 6 = -5 (left: -5 13)
-5 / 13 �� -0.385 (left: -0.385)
","7 / 5 = 1 (left: 1 6 13)
1 - 6 = -5 (left: -5 13)
-5 / 13 �� -0.385 (left: -0.385)
-0.385 / 0 = undefined (left: undefined)
",-0.385 / 0 = undefined (left: undefined),-
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
","13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
-5 + 1 = -4 (left: 1)
",-5 + 1 = -4 (left: 1),-
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
","13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
-5 * 1 = -5 (left: -5)
",-5 * 1 = -5 (left: -5),-
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
","13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
-5 - 1 = -6 (left: -6)
",-5 - 1 = -6 (left: -6),-
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
","13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
-5 / 1 = -5 (left: -5)
",-5 / 1 = -5 (left: -5),-
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
","13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
0.545 * 2 = 1.09 (left: 1.09)
",0.545 * 2 = 1.09 (left: 1.09),*
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
","13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
0.545 + 2 = 2.545 (left: 2.545)
",0.545 + 2 = 2.545 (left: 2.545),+
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
","13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
0.545 - 2 = -1.455 (left: -1.455)
",0.545 - 2 = -1.455 (left: -1.455),-
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
","13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
0.545 / 2 = 0.2725 (left: 0.2725)
",0.545 / 2 = 0.2725 (left: 0.2725),/
