id,node_id,step,value
"13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
6 * 30 = 180 (left: 180)
",n1368,3,0.0
"13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
30 - 6 = 24 (left: 24)
",n1369,3,0
"13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
30 / 6 = 5 (left: 5)
",n1370,3,0
"13 - 7 = 6 (left: 5 6 6)
5 * 6 = 30 (left: 6 30)
6 - 30 = -24 (left: -24)
",n1371,3,0.001
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 + 11 = 17 (left: 17)
",n1372,3,0
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
",n1373,3,0.002
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 * 11 = 66 (left: 66)
",n1374,3,0.001
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
",n1375,3,0.002
"7 / 5 = 1 (left: 1 6 13)
1 - 6 = -5 (left: -5 13)
-5 / 13 �� -0.385 (left: -0.385)
-0.385 + 0 = -0.385 (left: -0.385)
",n1376,4,0.002
"7 / 5 = 1 (left: 1 6 13)
1 - 6 = -5 (left: -5 13)
-5 / 13 �� -0.385 (left: -0.385)
-0.385 - 0 = -0.385 (left: -0.385)
",n1377,4,0.002
"7 / 5 = 1 (left: 1 6 13)
1 - 6 = -5 (left: -5 13)
-5 / 13 �� -0.385 (left: -0.385)
-0.385 * 0 = 0 (left: 0)
",n1378,4,0.001
"7 / 5 = 1 (left: 1 6 13)
1 - 6 = -5 (left: -5 13)
-5 / 13 �� -0.385 (left: -0.385)
-0.385 / 0 = undefined (left: undefined)
",n1379,4,0
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
-5 + 1 = -4 (left: 1)
",n1380,4,0
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
-5 * 1 = -5 (left: -5)
",n1381,4,0.002
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
-5 - 1 = -6 (left: -6)
",n1382,4,0.002
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 - 11 = -5 (left: -5)
-5 / 1 = -5 (left: -5)
",n1383,4,0.002
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
0.545 * 2 = 1.09 (left: 1.09)
",n1384,4,0
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
0.545 + 2 = 2.545 (left: 2.545)
",n1385,4,0
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
0.545 - 2 = -1.455 (left: -1.455)
",n1386,4,0
"13 - 7 = 6 (left: 5 6 6)
5 + 6 = 11 (left: 6 11)
6 / 11 = 0.545 (left: 0.545)
0.545 / 2 = 0.2725 (left: 0.2725)
",n1387,4,0
