id,node_id,step,value
"13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
",n1742,2,60.0
"13 - 9 = 4 (left: 6 12 4)
12 - 6 = 6 (left: 6 4)
",n1743,2,41.0
"13 - 9 = 4 (left: 6 12 4)
12 / 6 = 2 (left: 2 4)
",n1744,2,3.0
"13 - 9 = 4 (left: 6 12 4)
4 + 6 = 10 (left: 10)
",n1745,2,0
"13 - 9 = 4 (left: 6 12 4)
4 / 6 = 0.6667 (left: 0.6667)
",n1746,2,0.001
"13 - 9 = 4 (left: 6 12 4)
12 - 4 = 8 (left: 8)
",n1747,2,0
"13 - 9 = 4 (left: 6 12 4)
12 / 4 = 3 (left: 3)
",n1748,2,0.0
"13 - 9 = 4 (left: 6 12 4)
4 - 12 = -8 (left: -8)
",n1749,2,0.0
"13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
4 + 72 = 76 (left: 76)
",n1750,3,0.0
"13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
4 * 72 = 288 (left: 288)
",n1751,3,0.0
"13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 - 4 = 68 (left: 68)
",n1752,3,0.001
"13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 / 4 = 18 (left: 18)
",n1753,3,0.0
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 + 13 = 10 (left: 10)
",n1754,3,0
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 - 13 = -16 (left: -16)
",n1755,3,0.0
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 * 13 = -39 (left: -39)
",n1756,3,0.001
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 / 13 = -0.23 (left: -0.23)
",n1757,3,0.001
"12 - 6 = 6 (left: 9 6 13)
13 - 9 = 4 (left: 6 4)
6 + 4 = 10 (left: 10)
",n1758,3,0
"12 - 6 = 6 (left: 9 6 13)
13 - 9 = 4 (left: 6 4)
6 * 4 = 24 (left: 24)
",n1759,3,0
"12 - 6 = 6 (left: 9 6 13)
13 - 9 = 4 (left: 6 4)
6 - 4 = 2 (left: 2)
",n1760,3,0
"12 - 6 = 6 (left: 9 6 13)
13 - 9 = 4 (left: 6 4)
6 / 4 = 1.5 (left: 1.5)
",n1761,3,0.0
"13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 - 4 = 68 (left: 68)
68 / 2 = 34 (left: 34)
",n1762,4,0
"13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 - 4 = 68 (left: 68)
68 - 2 = 66 (left: 66)
",n1763,4,0.001
"13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 - 4 = 68 (left: 68)
68 + 2 = 70 (left: 70)
",n1764,4,0.0
"13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 - 4 = 68 (left: 68)
68 * 2 = 136 (left: 136)
",n1765,4,0
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 * 13 = -39 (left: -39)
-39 + 39 = 0 (left: 0)
",n1766,4,0.001
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 * 13 = -39 (left: -39)
-39 / -39 = 1 (left: 1)
",n1767,4,0
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 * 13 = -39 (left: -39)
-39 - 39 = -78 (left: -78)
",n1768,4,0
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 * 13 = -39 (left: -39)
-39 * -39 = 1521 (left: 1521)
",n1769,4,0
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 / 13 = -0.23 (left: -0.23)
-0.23 + 0.23 = 0 (left: 0)
",n1770,4,0.001
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 / 13 = -0.23 (left: -0.23)
-0.23 * -1 = 0.23 (left: 0.23)
",n1771,4,0
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 / 13 = -0.23 (left: -0.23)
-0.23 / -1 = 0.23 (left: 0.23)
",n1772,4,0
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 / 13 = -0.23 (left: -0.23)
-0.23 - 0.23 = -0.46 (left: -0.46)
",n1773,4,0
