Source,Target,last_formula,operator
"12 - 6 = 6 (left: 9 6 13)
13 - 9 = 4 (left: 6 4)
","12 - 6 = 6 (left: 9 6 13)
13 - 9 = 4 (left: 6 4)
6 / 4 = 1.5 (left: 1.5)
",6 / 4 = 1.5 (left: 1.5),/
"13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 - 4 = 68 (left: 68)
","13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 - 4 = 68 (left: 68)
68 / 2 = 34 (left: 34)
",68 / 2 = 34 (left: 34),/
"13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 - 4 = 68 (left: 68)
","13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 - 4 = 68 (left: 68)
68 - 2 = 66 (left: 66)
",68 - 2 = 66 (left: 66),-
"13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 - 4 = 68 (left: 68)
","13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 - 4 = 68 (left: 68)
68 + 2 = 70 (left: 70)
",68 + 2 = 70 (left: 70),+
"13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 - 4 = 68 (left: 68)
","13 - 9 = 4 (left: 6 12 4)
6 * 12 = 72 (left: 4 72)
72 - 4 = 68 (left: 68)
68 * 2 = 136 (left: 136)
",68 * 2 = 136 (left: 136),*
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 * 13 = -39 (left: -39)
","12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 * 13 = -39 (left: -39)
-39 + 39 = 0 (left: 0)
",-39 + 39 = 0 (left: 0),-
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 * 13 = -39 (left: -39)
","12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 * 13 = -39 (left: -39)
-39 / -39 = 1 (left: 1)
",-39 / -39 = 1 (left: 1),-
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 * 13 = -39 (left: -39)
","12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 * 13 = -39 (left: -39)
-39 - 39 = -78 (left: -78)
",-39 - 39 = -78 (left: -78),-
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 * 13 = -39 (left: -39)
","12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 * 13 = -39 (left: -39)
-39 * -39 = 1521 (left: 1521)
",-39 * -39 = 1521 (left: 1521),-
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 / 13 = -0.23 (left: -0.23)
","12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 / 13 = -0.23 (left: -0.23)
-0.23 + 0.23 = 0 (left: 0)
",-0.23 + 0.23 = 0 (left: 0),-
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 / 13 = -0.23 (left: -0.23)
","12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 / 13 = -0.23 (left: -0.23)
-0.23 * -1 = 0.23 (left: 0.23)
",-0.23 * -1 = 0.23 (left: 0.23),-
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 / 13 = -0.23 (left: -0.23)
","12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 / 13 = -0.23 (left: -0.23)
-0.23 / -1 = 0.23 (left: 0.23)
",-0.23 / -1 = 0.23 (left: 0.23),-
"12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 / 13 = -0.23 (left: -0.23)
","12 - 6 = 6 (left: 9 6 13)
6 - 9 = -3 (left: -3 13)
-3 / 13 = -0.23 (left: -0.23)
-0.23 - 0.23 = -0.46 (left: -0.46)
",-0.23 - 0.23 = -0.46 (left: -0.46),-
