Source,Target,last_formula,operator
"12 - 3 = 9 (left: 6 9 9)
6 + 9 = 15 (left: 9 15)
","12 - 3 = 9 (left: 6 9 9)
6 + 9 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
",15 - 9 = 6 (left: 6 15),-
"12 - 3 = 9 (left: 6 9 9)
6 + 9 = 15 (left: 9 15)
","12 - 3 = 9 (left: 6 9 9)
6 + 9 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
",15 / 9 = 1.67 (left: 1.67 15),/
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 9)
","6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 9)
-6 + 9 = 3 (left: 3 9)
",-6 + 9 = 3 (left: 3 9),-
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 9)
","6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 9)
-6 - 9 = -15 (left: -15 9)
",-6 - 9 = -15 (left: -15 9),-
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 9)
","6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 9)
-6 * 9 = -54 (left: -54 9)
",-6 * 9 = -54 (left: -54 9),-
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 9)
","6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
9 - 15 = -6 (left: -6 9)
-6 / 9 = -0.6667 (left: -0.6667 9)
",-6 / 9 = -0.6667 (left: -0.6667 9),-
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
","6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
6 + 15 = 21 (left: 21)
",6 + 15 = 21 (left: 21),+
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
","6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
15 - 6 = 9 (left: 9)
",15 - 6 = 9 (left: 9),-
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
","6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
6 * 15 = 90 (left: 90)
",6 * 15 = 90 (left: 90),*
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
","6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
15 / 6 = 2.5 (left: 2.5)
",15 / 6 = 2.5 (left: 2.5),/
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
","6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 - 9 = 6 (left: 6 15)
15 + 6 = 21 (left: 21)
",15 + 6 = 21 (left: 21),+
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
","6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
1.67 + 15 = 16.67 (left: 16.67)
",1.67 + 15 = 16.67 (left: 16.67),+
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
","6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
15 / 1.67 = 8.98 (left: 8.98)
",15 / 1.67 = 8.98 (left: 8.98),/
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
","6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
1.67 * 15 = 25.05 (left: 25.05)
",1.67 * 15 = 25.05 (left: 25.05),*
"6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
","6 - 3 = 3 (left: 3 9 12)
12 + 3 = 15 (left: 9 15)
15 / 9 = 1.67 (left: 1.67 15)
15 - 1.67 = 13.33 (left: 13.33)
",15 - 1.67 = 13.33 (left: 13.33),-
