Source,Target,last_formula,operator
"7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
","7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
Possible next steps:
",Possible next steps:,
"7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
","7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
3 + 5 = 8 (left: 7 8)
",3 + 5 = 8 (left: 7 8),+
"7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
","7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
5 + 7 = 12 (left: 3 12)
",5 + 7 = 12 (left: 3 12),+
"7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
","7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
3 * 5 = 15 (left: 7 15)
",3 * 5 = 15 (left: 7 15),*
"7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
","7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
5 * 7 = 35 (left: 3 35)
",5 * 7 = 35 (left: 3 35),*
"7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
","7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
7 - 3 = 4 (left: 4 7)
",7 - 3 = 4 (left: 4 7),-
"7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
","7 - 8 = -1 (left: 6 -1 9)
9 + 9 = 18 (left: 6 18)
7 / 3 = 2.33 (left: 2.33)
",7 / 3 = 2.33 (left: 2.33),/
"8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
-8 + (-1) = -9 (left: -9)
",-8 + (-1) = -9 (left: -9),-
"8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
-1 + (-8) = -9 (left: -9)
",-1 + (-8) = -9 (left: -9),-
"8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
-8 - (-1) = -7 (left: -7)
",-8 - (-1) = -7 (left: -7),-
"8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
-1 - (-8) = 7 (left: 7)
",-1 - (-8) = 7 (left: 7),-
"8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
-6 + (-1) = -7 (left: -7 -1)
",-6 + (-1) = -7 (left: -7 -1),-
"8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
-1 + (-6) = -7 (left: -6 -7)
",-1 + (-6) = -7 (left: -6 -7),-
"8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
-6 - (-1) = -5 (left: -5 -1)
",-6 - (-1) = -5 (left: -5 -1),-
"8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
-1 - (-6) = 5 (left: -6 5)
",-1 - (-6) = 5 (left: -6 5),-
"8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
-6 * (-1) = 6 (left: 6 -1)
",-6 * (-1) = 6 (left: 6 -1),-
"8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
-1 * (-6) = 6 (left: -6 6)
",-1 * (-6) = 6 (left: -6 6),-
"8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
-6 / (-1) = 6 (left: 6 -1)
",-6 / (-1) = 6 (left: 6 -1),-
"8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 / (-1) = -7 (left: -7 -1)
-7 - (-1) = -6 (left: -6 -1)
-1 / (-6) = 1/6 (left: -6 1/6)
",-1 / (-6) = 1/6 (left: -6 1/6),-
"8 - 9 = -1 (left: 6 7 -1)
7 * (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 * (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
-8 + (-1) = -9 (left: -9)
",-8 + (-1) = -9 (left: -9),-
"8 - 9 = -1 (left: 6 7 -1)
7 * (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 * (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
-8 - (-1) = -7 (left: -7)
",-8 - (-1) = -7 (left: -7),-
"8 - 9 = -1 (left: 6 7 -1)
7 * (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 * (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
-8 * (-1) = 8 (left: 8)
",-8 * (-1) = 8 (left: 8),-
"8 - 9 = -1 (left: 6 7 -1)
7 * (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
","8 - 9 = -1 (left: 6 7 -1)
7 * (-1) = -7 (left: -7 -1)
-7 + (-1) = -8 (left: -8 -1)
-8 / (-1) = 8 (left: 8)
",-8 / (-1) = 8 (left: 8),-
