Source,Target,last_formula,operator
"11 - 2 = 9 (left: 9 5 8)
5 / 8 = 0.625 (left: 0.625 8)
","11 - 2 = 9 (left: 9 5 8)
5 / 8 = 0.625 (left: 0.625 8)
8 / 0.625 = 12.8 (left: 12.8)
",8 / 0.625 = 12.8 (left: 12.8),/
"11 - 2 = 9 (left: 9 5 8)
5 / 8 = 0.625 (left: 0.625 8)
","11 - 2 = 9 (left: 9 5 8)
5 / 8 = 0.625 (left: 0.625 8)
8 - 0.625 = 7.375 (left: 7.375)
",8 - 0.625 = 7.375 (left: 7.375),-
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
8 + 32 = 40 (left: 40)
",8 + 32 = 40 (left: 40),+
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
8 / 32 = 0.25 (left: 0.25)
",8 / 32 = 0.25 (left: 0.25),/
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
32 + 8 = 40 (left: 8 40)
",32 + 8 = 40 (left: 8 40),+
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
8 * 32 = 256 (left: 256)
",8 * 32 = 256 (left: 256),*
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
32 - 8 = 24 (left: 24)
",32 - 8 = 24 (left: 24),-
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
32 / 8 = 4 (left: 4)
",32 / 8 = 4 (left: 4),/
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
2 + 8 = 10 (left: 10)
",2 + 8 = 10 (left: 10),+
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
8 / 2 = 4 (left: 4)
",8 / 2 = 4 (left: 4),/
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
2 * 8 = 16 (left: 16)
",2 * 8 = 16 (left: 16),*
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
8 - 2 = 6 (left: 6)
",8 - 2 = 6 (left: 6),-
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
4 + 8 = 12 (left: 8 12)
",4 + 8 = 12 (left: 8 12),+
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
4 * 8 = 32 (left: 8 32)
",4 * 8 = 32 (left: 8 32),*
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
",8 - 4 = 4 (left: 4 8),-
"11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
","11 - 2 = 9 (left: 9 5 8)
9 - 5 = 4 (left: 4 8)
8 - 4 = 4 (left: 4 8)
8 / 4 = 2 (left: 2 8)
",8 / 4 = 2 (left: 2 8),/
