Source,Target,last_formula,operator
"3 * 6 = 18 (left: 2 6 18)
","3 * 6 = 18 (left: 2 6 18)
2 * 6 = 12 (left: 12 18)
",2 * 6 = 12 (left: 12 18),*
"3 * 6 = 18 (left: 2 6 18)
","3 * 6 = 18 (left: 2 6 18)
6 * 2 = 12 (left: 12 18)
",6 * 2 = 12 (left: 12 18),*
"3 * 6 = 18 (left: 2 6 18)
","3 * 6 = 18 (left: 2 6 18)
18 - 2 = 16 (left: 6 16)
",18 - 2 = 16 (left: 6 16),-
"3 * 6 = 18 (left: 2 6 18)
","3 * 6 = 18 (left: 2 6 18)
2 * 18 = 36 (left: 6 36)
",2 * 18 = 36 (left: 6 36),*
"3 * 6 = 18 (left: 2 6 18)
","3 * 6 = 18 (left: 2 6 18)
18 / 2 = 9 (left: 6 9)
",18 / 2 = 9 (left: 6 9),/
"3 * 6 = 18 (left: 2 6 18)
","3 * 6 = 18 (left: 2 6 18)
18 / 6 = 3 (left: 2 3)
",18 / 6 = 3 (left: 2 3),/
"3 * 6 = 18 (left: 2 6 18)
","3 * 6 = 18 (left: 2 6 18)
6 + 18 = 24 (left: 2 24)
",6 + 18 = 24 (left: 2 24),+
"9 / 3 = 3 (left: 2 3 6)
","9 / 3 = 3 (left: 2 3 6)
2 + 3 = 5 (left: 5 6)
",2 + 3 = 5 (left: 5 6),+
"9 / 3 = 3 (left: 2 3 6)
","9 / 3 = 3 (left: 2 3 6)
2 * 3 = 6 (left: 6 6)
",2 * 3 = 6 (left: 6 6),*
"9 / 3 = 3 (left: 2 3 6)
","9 / 3 = 3 (left: 2 3 6)
3 * 2 = 6 (left: 6 6)
",3 * 2 = 6 (left: 6 6),*
"9 / 3 = 3 (left: 2 3 6)
","9 / 3 = 3 (left: 2 3 6)
6 - 2 = 4 (left: 3 4)
",6 - 2 = 4 (left: 3 4),-
"9 / 3 = 3 (left: 2 3 6)
","9 / 3 = 3 (left: 2 3 6)
6 / 2 = 3 (left: 3 6)
",6 / 2 = 3 (left: 3 6),/
"9 / 3 = 3 (left: 2 3 6)
","9 / 3 = 3 (left: 2 3 6)
6 - 3 = 3 (left: 2 3)
",6 - 3 = 3 (left: 2 3),-
"9 / 3 = 3 (left: 2 3 6)
","9 / 3 = 3 (left: 2 3 6)
6 / 3 = 2 (left: 2 6)
",6 / 3 = 2 (left: 2 6),/
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
",1 + 9 = 10 (left: 9 10),+
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 * 9 = 9 (left: 9 9)
",1 * 9 = 9 (left: 9 9),*
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
",9 - 1 = 8 (left: 8 9),-
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 / 1 = 9 (left: 1 9)
",9 / 1 = 9 (left: 1 9),/
"2 + 3 = 5 (left: 5 6 9)
6 / 5 = 1.2 (left: 9 1.2)
","2 + 3 = 5 (left: 5 6 9)
6 / 5 = 1.2 (left: 9 1.2)
9 + 1.2 = 10.2 (left: 1.2 10.2)
",9 + 1.2 = 10.2 (left: 1.2 10.2),+
"2 + 3 = 5 (left: 5 6 9)
6 / 5 = 1.2 (left: 9 1.2)
","2 + 3 = 5 (left: 5 6 9)
6 / 5 = 1.2 (left: 9 1.2)
9 - 1.2 = 7.8 (left: 1.2 7.8)
",9 - 1.2 = 7.8 (left: 1.2 7.8),-
"2 + 3 = 5 (left: 5 6 9)
6 / 5 = 1.2 (left: 9 1.2)
","2 + 3 = 5 (left: 5 6 9)
6 / 5 = 1.2 (left: 9 1.2)
9 * 1.2 = 10.8 (left: 1.2 10.8)
",9 * 1.2 = 10.8 (left: 1.2 10.8),*
"2 + 3 = 5 (left: 5 6 9)
6 / 5 = 1.2 (left: 9 1.2)
","2 + 3 = 5 (left: 5 6 9)
6 / 5 = 1.2 (left: 9 1.2)
9 / 1.2 = 7.5 (left: 1.2 7.5)
",9 / 1.2 = 7.5 (left: 1.2 7.5),/
"2 + 3 = 5 (left: 5 6 9)
6 - 9 = -3 (left: -3 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 9 = -3 (left: -3 9)
-3 + 9 = 6 (left: 6)
",-3 + 9 = 6 (left: 6),-
"2 + 3 = 5 (left: 5 6 9)
6 - 9 = -3 (left: -3 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 9 = -3 (left: -3 9)
-3 * 9 = -27 (left: -27)
",-3 * 9 = -27 (left: -27),-
"2 + 3 = 5 (left: 5 6 9)
6 - 9 = -3 (left: -3 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 9 = -3 (left: -3 9)
9 - (-3) = 12 (left: 12)
",9 - (-3) = 12 (left: 12),-
"2 + 3 = 5 (left: 5 6 9)
6 - 9 = -3 (left: -3 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 9 = -3 (left: -3 9)
9 / (-3) = -3 (left: -3)
",9 / (-3) = -3 (left: -3),/
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 / 1 = 9 (left: 1 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 / 1 = 9 (left: 1 9)
1 + 9 = 10 (left: 9 10)
",1 + 9 = 10 (left: 9 10),+
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 / 1 = 9 (left: 1 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 / 1 = 9 (left: 1 9)
9 - 1 = 8 (left: 8 9)
",9 - 1 = 8 (left: 8 9),-
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 / 1 = 9 (left: 1 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 / 1 = 9 (left: 1 9)
9 / 1 = 9 (left: 9 9)
",9 / 1 = 9 (left: 9 9),/
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 / 1 = 9 (left: 1 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 / 1 = 9 (left: 1 9)
1 * 9 = 9 (left: 9 9)
",1 * 9 = 9 (left: 9 9),*
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
9 + 10 = 19 (left: 10 19)
",9 + 10 = 19 (left: 10 19),+
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
10 - 9 = 1 (left: 1 10)
",10 - 9 = 1 (left: 1 10),-
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
9 * 10 = 90 (left: 10 90)
",9 * 10 = 90 (left: 10 90),*
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
10 / 9 = 1.11 (left: 1.11 10)
",10 / 9 = 1.11 (left: 1.11 10),/
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
10 * 9 = 90 (left: 9 90)
",10 * 9 = 90 (left: 9 90),*
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
9 - 10 = -1 (left: -1 10)
",9 - 10 = -1 (left: -1 10),-
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
10 / 10 = 1 (left: 1 10)
",10 / 10 = 1 (left: 1 10),/
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
1 + 9 = 10 (left: 9 10)
10 - 9 = 1 (left: 1 1)
",10 - 9 = 1 (left: 1 1),-
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
8 + 9 = 17 (left: 17)
",8 + 9 = 17 (left: 17),+
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
9 + 8 = 17 (left: 17)
",9 + 8 = 17 (left: 17),+
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
8 - 9 = -1 (left: -1)
",8 - 9 = -1 (left: -1),-
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
9 - 8 = 1 (left: 1)
",9 - 8 = 1 (left: 1),-
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
8 * 9 = 72 (left: 72)
",8 * 9 = 72 (left: 72),*
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
9 * 8 = 72 (left: 72)
",9 * 8 = 72 (left: 72),*
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
8 / 9 = 0.8889 (left: 0.8889)
",8 / 9 = 0.8889 (left: 0.8889),/
"2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
","2 + 3 = 5 (left: 5 6 9)
6 - 5 = 1 (left: 1 9)
9 - 1 = 8 (left: 8 9)
9 / 8 = 1.125 (left: 1.125)
",9 / 8 = 1.125 (left: 1.125),/
